cons_frac,merge_frac,max_res,target,model,depth,f1,recall,precision,n_res,n_cand,n_cons,n_group,n_true
0.7,0.75,0,9y0a_AB,protenix,d289,0.2286,0.2222,0.2353,17,2,7,7,18
0.7,0.75,0,9yc6_HL,protenix,d611,0.5714,0.5556,0.5882,17,4,7,7,18
0.7,0.75,0,9zdu_HL,protenix,d11017,0.6316,0.9231,0.48,50,2,7,7,26
0.7,0.75,40,8k3k_D,protenix,d57,0.6522,0.5769,0.75,20,2,7,7,26
0.7,0.75,40,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,0.75,40,8k5g_HL,protenix,d90,0.5294,0.6,0.4737,19,1,7,7,15
0.7,0.75,40,8k5h_HL,protenix,d15,0.5185,0.4667,0.5833,12,3,7,7,15
0.7,0.75,40,8kep_HL,protenix,d37,0.3929,0.5238,0.3143,35,1,7,7,21
0.7,0.75,40,8q7s_C,protenix,d86,0.76,0.76,0.76,25,1,7,7,25
0.7,0.75,40,8q7s_H,protenix,d55,0.4643,0.5,0.4333,30,1,7,7,26
0.7,0.75,40,8q7s_O,protenix,d35,0.76,0.7917,0.7308,26,1,7,7,24
0.7,0.75,40,8siq_HL,protenix,d670,0.3774,0.3704,0.3846,26,6,6,7,27
0.7,0.75,40,8sis_HL,protenix,d4169,0.7742,0.8889,0.6857,35,5,7,7,27
0.7,0.75,40,8sit_HL,protenix,d4035,0.6383,0.5172,0.8333,18,2,7,7,29
0.7,0.75,40,8t4a_PR,protenix,d1824,0.6486,0.75,0.5714,21,1,7,7,16
0.7,0.75,40,8t4d_OQ,protenix,d150,0.5538,0.72,0.45,40,5,7,7,25
0.7,0.75,40,8tp5_HL,protenix,d307,0.7636,0.7778,0.75,28,3,7,7,27
0.7,0.75,40,8u44_ST,protenix,d413,0.3556,0.2581,0.5714,14,3,7,7,31
0.7,0.75,40,8ulr_HL,protenix,d1746,0.8333,0.8333,0.8333,30,4,9,9,30
0.7,0.75,40,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,0.75,40,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,0.75,40,9azr_HL,protenix,d552,0.8372,0.75,0.9474,19,1,6,7,24
0.7,0.75,40,9azt_HL,protenix,d4,0.6786,0.7917,0.5938,32,7,7,7,24
0.7,0.75,40,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,0.75,40,9b7g_QP,protenix,d625,0.75,0.6923,0.8182,22,1,7,7,26
0.7,0.75,40,9bdg_FI,protenix,d173,0.52,0.4483,0.619,21,1,7,7,29
0.7,0.75,40,9kkj_HL,protenix,d2220,0.4286,0.3913,0.4737,19,1,7,7,23
0.7,0.75,40,9ml9_HL,protenix,d8769,0.3636,0.4167,0.3226,31,2,7,7,24
0.7,0.75,40,9mqr_DE,protenix,d3538,0.7463,0.8929,0.641,39,5,7,7,28
0.7,0.75,40,9w43_AB,protenix,d51,0.1053,0.0909,0.125,16,3,7,7,22
0.7,0.75,40,9y0a_AB,protenix,d289,0.2286,0.2222,0.2353,17,2,7,7,18
0.7,0.75,40,9yc6_HL,protenix,d611,0.5714,0.5556,0.5882,17,4,7,7,18
0.7,0.75,40,9zdu_HL,protenix,d11017,0.6364,0.8077,0.525,40,2,7,7,26
0.7,0.75,30,8k3k_D,protenix,d57,0.6522,0.5769,0.75,20,2,7,7,26
0.7,0.75,30,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,0.75,30,8k5g_HL,protenix,d90,0.5294,0.6,0.4737,19,1,7,7,15
0.7,0.75,30,8k5h_HL,protenix,d15,0.5185,0.4667,0.5833,12,3,7,7,15
0.7,0.75,30,8kep_HL,protenix,d37,0.3922,0.4762,0.3333,30,1,7,7,21
0.7,0.75,30,8q7s_C,protenix,d86,0.76,0.76,0.76,25,1,7,7,25
0.7,0.75,30,8q7s_H,protenix,d55,0.4643,0.5,0.4333,30,1,7,7,26
0.7,0.75,30,8q7s_O,protenix,d35,0.76,0.7917,0.7308,26,1,7,7,24
0.7,0.75,30,8siq_HL,protenix,d670,0.3774,0.3704,0.3846,26,6,6,7,27
0.7,0.75,30,8sis_HL,protenix,d4169,0.7368,0.7778,0.7,30,5,7,7,27
0.7,0.75,30,8sit_HL,protenix,d4035,0.6383,0.5172,0.8333,18,2,7,7,29
0.7,0.75,30,8t4a_PR,protenix,d1824,0.6486,0.75,0.5714,21,1,7,7,16
0.7,0.75,30,8t4d_OQ,protenix,d150,0.5091,0.56,0.4667,30,5,7,7,25
0.7,0.75,30,8tp5_HL,protenix,d307,0.7636,0.7778,0.75,28,3,7,7,27
0.7,0.75,30,8u44_ST,protenix,d413,0.3556,0.2581,0.5714,14,3,7,7,31
0.7,0.75,30,8ulr_HL,protenix,d1746,0.8333,0.8333,0.8333,30,4,9,9,30
0.7,0.75,30,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,0.75,30,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,0.75,30,9azr_HL,protenix,d552,0.8372,0.75,0.9474,19,1,6,7,24
0.7,0.75,30,9azt_HL,protenix,d4,0.6296,0.7083,0.5667,30,7,7,7,24
0.7,0.75,30,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,0.75,30,9b7g_QP,protenix,d625,0.75,0.6923,0.8182,22,1,7,7,26
0.7,0.75,30,9bdg_FI,protenix,d173,0.52,0.4483,0.619,21,1,7,7,29
0.7,0.75,30,9kkj_HL,protenix,d2220,0.4286,0.3913,0.4737,19,1,7,7,23
0.7,0.75,30,9ml9_HL,protenix,d8769,0.3704,0.4167,0.3333,30,2,7,7,24
0.7,0.75,30,9mqr_DE,protenix,d3538,0.6207,0.6429,0.6,30,5,7,7,28
0.7,0.75,30,9w43_AB,protenix,d51,0.1053,0.0909,0.125,16,3,7,7,22
0.7,0.75,30,9y0a_AB,protenix,d289,0.2286,0.2222,0.2353,17,2,7,7,18
0.7,0.75,30,9yc6_HL,protenix,d611,0.5714,0.5556,0.5882,17,4,7,7,18
0.7,0.75,30,9zdu_HL,protenix,d11017,0.5714,0.6154,0.5333,30,2,7,7,26
0.7,1.0,0,8k3k_D,protenix,d57,0.5,0.3846,0.7143,14,2,7,7,26
0.7,1.0,0,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,1.0,0,8k5g_HL,protenix,d90,0.4762,0.3333,0.8333,6,1,7,7,15
0.7,1.0,0,8k5h_HL,protenix,d15,0.5294,0.6,0.4737,19,3,7,7,15
0.7,1.0,0,8kep_HL,protenix,d37,0.45,0.4286,0.4737,19,1,7,7,21
0.7,1.0,0,8q7s_C,protenix,d86,0.6829,0.56,0.875,16,1,7,7,25
0.7,1.0,0,8q7s_H,protenix,d55,0.3415,0.2692,0.4667,15,1,7,7,26
0.7,1.0,0,8q7s_O,protenix,d35,0.5143,0.375,0.8182,11,1,7,7,24
0.7,1.0,0,8siq_HL,protenix,d670,0.381,0.5926,0.2807,57,6,6,7,27
0.7,1.0,0,8sis_HL,protenix,d4169,0.7742,0.8889,0.6857,35,5,7,7,27
0.7,1.0,0,8sit_HL,protenix,d4035,0.5128,0.3448,1.0,10,2,7,7,29
0.7,1.0,0,8t4a_PR,protenix,d1824,0.72,0.5625,1.0,9,1,7,7,16
0.7,1.0,0,8t4d_OQ,protenix,d150,0.5676,0.84,0.4286,49,5,7,7,25
0.7,1.0,0,8tp5_HL,protenix,d307,0.6222,0.5185,0.7778,18,3,7,7,27
0.7,1.0,0,8u44_ST,protenix,d413,0.3333,0.2258,0.6364,11,3,7,7,31
0.7,1.0,0,8ulr_HL,protenix,d1746,0.8,0.7333,0.88,25,4,9,9,30
0.7,1.0,0,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,1.0,0,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,1.0,0,9azr_HL,protenix,d552,0.7179,0.5833,0.9333,15,1,6,7,24
0.7,1.0,0,9azt_HL,protenix,d4,0.6786,0.7917,0.5938,32,7,7,7,24
0.7,1.0,0,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,1.0,0,9b7g_QP,protenix,d625,0.6341,0.5,0.8667,15,1,7,7,26
0.7,1.0,0,9bdg_FI,protenix,d173,0.5,0.3448,0.9091,11,1,7,7,29
0.7,1.0,0,9kkj_HL,protenix,d2220,0.3684,0.3043,0.4667,15,1,7,7,23
0.7,1.0,0,9ml9_HL,protenix,d8769,0.3636,0.4167,0.3226,31,2,7,7,24
0.7,1.0,0,9mqr_DE,protenix,d3538,0.7463,0.8929,0.641,39,5,7,7,28
0.7,1.0,0,9w43_AB,protenix,d51,0.129,0.0909,0.2222,9,3,7,7,22
0.7,1.0,0,9y0a_AB,protenix,d289,0.1818,0.1111,0.5,4,2,7,7,18
0.7,1.0,0,9yc6_HL,protenix,d611,0.5714,0.5556,0.5882,17,4,7,7,18
0.7,1.0,0,9zdu_HL,protenix,d11017,0.5385,0.5385,0.5385,26,2,7,7,26
0.7,1.0,40,8k3k_D,protenix,d57,0.5,0.3846,0.7143,14,2,7,7,26
0.7,1.0,40,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,1.0,40,8k5g_HL,protenix,d90,0.4762,0.3333,0.8333,6,1,7,7,15
0.7,1.0,40,8k5h_HL,protenix,d15,0.5294,0.6,0.4737,19,3,7,7,15
0.7,1.0,40,8kep_HL,protenix,d37,0.45,0.4286,0.4737,19,1,7,7,21
0.7,1.0,40,8q7s_C,protenix,d86,0.6829,0.56,0.875,16,1,7,7,25
0.7,1.0,40,8q7s_H,protenix,d55,0.3415,0.2692,0.4667,15,1,7,7,26
0.7,1.0,40,8q7s_O,protenix,d35,0.5143,0.375,0.8182,11,1,7,7,24
0.7,1.0,40,8siq_HL,protenix,d670,0.3774,0.3704,0.3846,26,6,6,7,27
0.7,1.0,40,8sis_HL,protenix,d4169,0.7742,0.8889,0.6857,35,5,7,7,27
0.7,1.0,40,8sit_HL,protenix,d4035,0.5128,0.3448,1.0,10,2,7,7,29
0.7,1.0,40,8t4a_PR,protenix,d1824,0.72,0.5625,1.0,9,1,7,7,16
0.7,1.0,40,8t4d_OQ,protenix,d150,0.5538,0.72,0.45,40,5,7,7,25
0.7,1.0,40,8tp5_HL,protenix,d307,0.6222,0.5185,0.7778,18,3,7,7,27
0.7,1.0,40,8u44_ST,protenix,d413,0.3333,0.2258,0.6364,11,3,7,7,31
0.7,1.0,40,8ulr_HL,protenix,d1746,0.8,0.7333,0.88,25,4,9,9,30
0.7,1.0,40,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,1.0,40,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,1.0,40,9azr_HL,protenix,d552,0.7179,0.5833,0.9333,15,1,6,7,24
0.7,1.0,40,9azt_HL,protenix,d4,0.6786,0.7917,0.5938,32,7,7,7,24
0.7,1.0,40,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,1.0,40,9b7g_QP,protenix,d625,0.6341,0.5,0.8667,15,1,7,7,26
0.7,1.0,40,9bdg_FI,protenix,d173,0.5,0.3448,0.9091,11,1,7,7,29
0.7,1.0,40,9kkj_HL,protenix,d2220,0.3684,0.3043,0.4667,15,1,7,7,23
0.7,1.0,40,9ml9_HL,protenix,d8769,0.3636,0.4167,0.3226,31,2,7,7,24
0.7,1.0,40,9mqr_DE,protenix,d3538,0.7463,0.8929,0.641,39,5,7,7,28
0.7,1.0,40,9w43_AB,protenix,d51,0.129,0.0909,0.2222,9,3,7,7,22
0.7,1.0,40,9y0a_AB,protenix,d289,0.1818,0.1111,0.5,4,2,7,7,18
0.7,1.0,40,9yc6_HL,protenix,d611,0.5714,0.5556,0.5882,17,4,7,7,18
0.7,1.0,40,9zdu_HL,protenix,d11017,0.5385,0.5385,0.5385,26,2,7,7,26
0.7,1.0,30,8k3k_D,protenix,d57,0.5,0.3846,0.7143,14,2,7,7,26
0.7,1.0,30,8k46_I,protenix,d23,0.6531,0.64,0.6667,24,3,7,7,25
0.7,1.0,30,8k5g_HL,protenix,d90,0.4762,0.3333,0.8333,6,1,7,7,15
0.7,1.0,30,8k5h_HL,protenix,d15,0.5294,0.6,0.4737,19,3,7,7,15
0.7,1.0,30,8kep_HL,protenix,d37,0.45,0.4286,0.4737,19,1,7,7,21
0.7,1.0,30,8q7s_C,protenix,d86,0.6829,0.56,0.875,16,1,7,7,25
0.7,1.0,30,8q7s_H,protenix,d55,0.3415,0.2692,0.4667,15,1,7,7,26
0.7,1.0,30,8q7s_O,protenix,d35,0.5143,0.375,0.8182,11,1,7,7,24
0.7,1.0,30,8siq_HL,protenix,d670,0.3774,0.3704,0.3846,26,6,6,7,27
0.7,1.0,30,8sis_HL,protenix,d4169,0.7368,0.7778,0.7,30,5,7,7,27
0.7,1.0,30,8sit_HL,protenix,d4035,0.5128,0.3448,1.0,10,2,7,7,29
0.7,1.0,30,8t4a_PR,protenix,d1824,0.72,0.5625,1.0,9,1,7,7,16
0.7,1.0,30,8t4d_OQ,protenix,d150,0.5091,0.56,0.4667,30,5,7,7,25
0.7,1.0,30,8tp5_HL,protenix,d307,0.6222,0.5185,0.7778,18,3,7,7,27
0.7,1.0,30,8u44_ST,protenix,d413,0.3333,0.2258,0.6364,11,3,7,7,31
0.7,1.0,30,8ulr_HL,protenix,d1746,0.8,0.7333,0.88,25,4,9,9,30
0.7,1.0,30,8ume_HL,protenix,d653,0.7451,0.8636,0.6552,29,4,4,7,22
0.7,1.0,30,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,3,7,7,18
0.7,1.0,30,9azr_HL,protenix,d552,0.7179,0.5833,0.9333,15,1,6,7,24
0.7,1.0,30,9azt_HL,protenix,d4,0.6296,0.7083,0.5667,30,7,7,7,24
0.7,1.0,30,9azv_HL,protenix,d293,0.7778,0.875,0.7,30,7,7,7,24
0.7,1.0,30,9b7g_QP,protenix,d625,0.6341,0.5,0.8667,15,1,7,7,26
0.7,1.0,30,9bdg_FI,protenix,d173,0.5,0.3448,0.9091,11,1,7,7,29
0.7,1.0,30,9kkj_HL,protenix,d2220,0.3684,0.3043,0.4667,15,1,7,7,23
0.7,1.0,30,9ml9_HL,protenix,d8769,0.3704,0.4167,0.3333,30,2,7,7,24
0.7,1.0,30,9mqr_DE,protenix,d3538,0.6207,0.6429,0.6,30,5,7,7,28
0.7,1.0,30,9w43_AB,protenix,d51,0.129,0.0909,0.2222,9,3,7,7,22
0.7,1.0,30,9y0a_AB,protenix,d289,0.1818,0.1111,0.5,4,2,7,7,18
0.7,1.0,30,9yc6_HL,protenix,d611,0.5714,0.5556,0.5882,17,4,7,7,18
0.7,1.0,30,9zdu_HL,protenix,d11017,0.5385,0.5385,0.5385,26,2,7,7,26
0.8,0.0,0,8k3k_D,protenix,d57,0.7463,0.9615,0.6098,41,5,7,7,26
0.8,0.0,0,8k46_I,protenix,d23,0.4848,0.32,1.0,8,4,7,7,25
0.8,0.0,0,8k5g_HL,protenix,d90,0.6154,0.8,0.5,24,4,7,7,15
0.8,0.0,0,8k5h_HL,protenix,d15,0.52,0.8667,0.3714,35,5,7,7,15
0.8,0.0,0,8kep_HL,protenix,d37,0.425,0.8095,0.2881,59,2,7,7,21
0.8,0.0,0,8q7s_C,protenix,d86,0.7213,0.88,0.6111,36,1,7,7,25
0.8,0.0,0,8q7s_H,protenix,d55,0.4478,0.5769,0.3659,41,1,7,7,26
0.8,0.0,0,8q7s_O,protenix,d35,0.7368,0.875,0.6364,33,1,7,7,24
0.8,0.0,0,8siq_HL,protenix,d670,0.48,0.4444,0.5217,23,5,6,7,27
0.8,0.0,0,8sis_HL,protenix,d4169,0.6269,0.7778,0.525,40,6,7,7,27
0.8,0.0,0,8sit_HL,protenix,d4035,0.6038,0.5517,0.6667,24,4,5,7,29
0.8,0.0,0,8t4a_PR,protenix,d1824,0.64,0.5,0.8889,9,4,7,7,16
0.8,0.0,0,8t4d_OQ,protenix,d150,0.5789,0.44,0.8462,13,6,7,7,25
0.8,0.0,0,8tp5_HL,protenix,d307,0.7925,0.7778,0.8077,26,4,7,7,27
0.8,0.0,0,8u44_ST,protenix,d413,0.3913,0.2903,0.6,15,3,5,7,31
0.8,0.0,0,8ulr_HL,protenix,d1746,0.7714,0.9,0.675,40,4,9,9,30
0.8,0.0,0,8ume_HL,protenix,d653,0.6667,0.5455,0.8571,14,2,2,7,22
0.8,0.0,0,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,2,5,7,18
0.8,0.0,0,9azr_HL,protenix,d552,0.8,0.8333,0.7692,26,1,3,7,24
0.8,0.0,0,9azt_HL,protenix,d4,0.7143,0.625,0.8333,18,5,6,7,24
0.8,0.0,0,9azv_HL,protenix,d293,0.8696,0.8333,0.9091,22,5,5,7,24
0.8,0.0,0,9b7g_QP,protenix,d625,0.8421,0.9231,0.7742,31,1,7,7,26
0.8,0.0,0,9bdg_FI,protenix,d173,0.5614,0.5517,0.5714,28,4,7,7,29
0.8,0.0,0,9kkj_HL,protenix,d2220,0.3774,0.4348,0.3333,30,1,7,7,23
0.8,0.0,0,9ml9_HL,protenix,d8769,0.5,0.7083,0.3864,44,4,7,7,24
0.8,0.0,0,9mqr_DE,protenix,d3538,0.7925,0.75,0.84,25,4,5,7,28
0.8,0.0,0,9w43_AB,protenix,d51,0.2353,0.2727,0.2069,29,3,7,7,22
0.8,0.0,0,9y0a_AB,protenix,d289,0.15,0.1667,0.1364,22,4,7,7,18
0.8,0.0,0,9yc6_HL,protenix,d611,0.5926,0.4444,0.8889,9,4,7,7,18
0.8,0.0,0,9zdu_HL,protenix,d11017,0.6479,0.8846,0.5111,45,3,7,7,26
0.8,0.0,40,8k3k_D,protenix,d57,0.7273,0.9231,0.6,40,5,7,7,26
0.8,0.0,40,8k46_I,protenix,d23,0.4848,0.32,1.0,8,4,7,7,25
0.8,0.0,40,8k5g_HL,protenix,d90,0.6154,0.8,0.5,24,4,7,7,15
0.8,0.0,40,8k5h_HL,protenix,d15,0.52,0.8667,0.3714,35,5,7,7,15
0.8,0.0,40,8kep_HL,protenix,d37,0.4262,0.619,0.325,40,2,7,7,21
0.8,0.0,40,8q7s_C,protenix,d86,0.7213,0.88,0.6111,36,1,7,7,25
0.8,0.0,40,8q7s_H,protenix,d55,0.4242,0.5385,0.35,40,1,7,7,26
0.8,0.0,40,8q7s_O,protenix,d35,0.7368,0.875,0.6364,33,1,7,7,24
0.8,0.0,40,8siq_HL,protenix,d670,0.48,0.4444,0.5217,23,5,6,7,27
0.8,0.0,40,8sis_HL,protenix,d4169,0.6269,0.7778,0.525,40,6,7,7,27
0.8,0.0,40,8sit_HL,protenix,d4035,0.6038,0.5517,0.6667,24,4,5,7,29
0.8,0.0,40,8t4a_PR,protenix,d1824,0.64,0.5,0.8889,9,4,7,7,16
0.8,0.0,40,8t4d_OQ,protenix,d150,0.5789,0.44,0.8462,13,6,7,7,25
0.8,0.0,40,8tp5_HL,protenix,d307,0.7925,0.7778,0.8077,26,4,7,7,27
0.8,0.0,40,8u44_ST,protenix,d413,0.3913,0.2903,0.6,15,3,5,7,31
0.8,0.0,40,8ulr_HL,protenix,d1746,0.7714,0.9,0.675,40,4,9,9,30
0.8,0.0,40,8ume_HL,protenix,d653,0.6667,0.5455,0.8571,14,2,2,7,22
0.8,0.0,40,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,2,5,7,18
0.8,0.0,40,9azr_HL,protenix,d552,0.8,0.8333,0.7692,26,1,3,7,24
0.8,0.0,40,9azt_HL,protenix,d4,0.7143,0.625,0.8333,18,5,6,7,24
0.8,0.0,40,9azv_HL,protenix,d293,0.8696,0.8333,0.9091,22,5,5,7,24
0.8,0.0,40,9b7g_QP,protenix,d625,0.8421,0.9231,0.7742,31,1,7,7,26
0.8,0.0,40,9bdg_FI,protenix,d173,0.5614,0.5517,0.5714,28,4,7,7,29
0.8,0.0,40,9kkj_HL,protenix,d2220,0.3774,0.4348,0.3333,30,1,7,7,23
0.8,0.0,40,9ml9_HL,protenix,d8769,0.5,0.6667,0.4,40,4,7,7,24
0.8,0.0,40,9mqr_DE,protenix,d3538,0.7925,0.75,0.84,25,4,5,7,28
0.8,0.0,40,9w43_AB,protenix,d51,0.2353,0.2727,0.2069,29,3,7,7,22
0.8,0.0,40,9y0a_AB,protenix,d289,0.15,0.1667,0.1364,22,4,7,7,18
0.8,0.0,40,9yc6_HL,protenix,d611,0.5926,0.4444,0.8889,9,4,7,7,18
0.8,0.0,40,9zdu_HL,protenix,d11017,0.697,0.8846,0.575,40,3,7,7,26
0.8,0.0,30,8k3k_D,protenix,d57,0.7143,0.7692,0.6667,30,5,7,7,26
0.8,0.0,30,8k46_I,protenix,d23,0.4848,0.32,1.0,8,4,7,7,25
0.8,0.0,30,8k5g_HL,protenix,d90,0.6154,0.8,0.5,24,4,7,7,15
0.8,0.0,30,8k5h_HL,protenix,d15,0.4889,0.7333,0.3667,30,5,7,7,15
0.8,0.0,30,8kep_HL,protenix,d37,0.4314,0.5238,0.3667,30,2,7,7,21
0.8,0.0,30,8q7s_C,protenix,d86,0.7273,0.8,0.6667,30,1,7,7,25
0.8,0.0,30,8q7s_H,protenix,d55,0.5,0.5385,0.4667,30,1,7,7,26
0.8,0.0,30,8q7s_O,protenix,d35,0.7037,0.7917,0.6333,30,1,7,7,24
0.8,0.0,30,8siq_HL,protenix,d670,0.48,0.4444,0.5217,23,5,6,7,27
0.8,0.0,30,8sis_HL,protenix,d4169,0.7018,0.7407,0.6667,30,6,7,7,27
0.8,0.0,30,8sit_HL,protenix,d4035,0.6038,0.5517,0.6667,24,4,5,7,29
0.8,0.0,30,8t4a_PR,protenix,d1824,0.64,0.5,0.8889,9,4,7,7,16
0.8,0.0,30,8t4d_OQ,protenix,d150,0.5818,0.64,0.5333,30,6,7,7,25
0.8,0.0,30,8tp5_HL,protenix,d307,0.7925,0.7778,0.8077,26,4,7,7,27
0.8,0.0,30,8u44_ST,protenix,d413,0.3913,0.2903,0.6,15,3,5,7,31
0.8,0.0,30,8ulr_HL,protenix,d1746,0.8,0.8,0.8,30,4,9,9,30
0.8,0.0,30,8ume_HL,protenix,d653,0.6667,0.5455,0.8571,14,2,2,7,22
0.8,0.0,30,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,2,5,7,18
0.8,0.0,30,9azr_HL,protenix,d552,0.8,0.8333,0.7692,26,1,3,7,24
0.8,0.0,30,9azt_HL,protenix,d4,0.7143,0.625,0.8333,18,5,6,7,24
0.8,0.0,30,9azv_HL,protenix,d293,0.8696,0.8333,0.9091,22,5,5,7,24
0.8,0.0,30,9b7g_QP,protenix,d625,0.8214,0.8846,0.7667,30,1,7,7,26
0.8,0.0,30,9bdg_FI,protenix,d173,0.5614,0.5517,0.5714,28,4,7,7,29
0.8,0.0,30,9kkj_HL,protenix,d2220,0.3774,0.4348,0.3333,30,1,7,7,23
0.8,0.0,30,9ml9_HL,protenix,d8769,0.5556,0.625,0.5,30,4,7,7,24
0.8,0.0,30,9mqr_DE,protenix,d3538,0.7925,0.75,0.84,25,4,5,7,28
0.8,0.0,30,9w43_AB,protenix,d51,0.2353,0.2727,0.2069,29,3,7,7,22
0.8,0.0,30,9y0a_AB,protenix,d289,0.15,0.1667,0.1364,22,4,7,7,18
0.8,0.0,30,9yc6_HL,protenix,d611,0.5926,0.4444,0.8889,9,4,7,7,18
0.8,0.0,30,9zdu_HL,protenix,d11017,0.7857,0.8462,0.7333,30,3,7,7,26
0.8,0.5,0,8k3k_D,protenix,d57,0.7463,0.9615,0.6098,41,5,7,7,26
0.8,0.5,0,8k46_I,protenix,d23,0.4848,0.32,1.0,8,4,7,7,25
0.8,0.5,0,8k5g_HL,protenix,d90,0.6154,0.8,0.5,24,4,7,7,15
0.8,0.5,0,8k5h_HL,protenix,d15,0.5,0.6,0.4286,21,5,7,7,15
0.8,0.5,0,8kep_HL,protenix,d37,0.4074,0.5238,0.3333,33,2,7,7,21
0.8,0.5,0,8q7s_C,protenix,d86,0.7556,0.68,0.85,20,1,7,7,25
0.8,0.5,0,8q7s_H,protenix,d55,0.4828,0.5385,0.4375,32,1,7,7,26
0.8,0.5,0,8q7s_O,protenix,d35,0.8095,0.7083,0.9444,18,1,7,7,24
0.8,0.5,0,8siq_HL,protenix,d670,0.48,0.4444,0.5217,23,5,6,7,27
0.8,0.5,0,8sis_HL,protenix,d4169,0.6269,0.7778,0.525,40,6,7,7,27
0.8,0.5,0,8sit_HL,protenix,d4035,0.6038,0.5517,0.6667,24,4,5,7,29
0.8,0.5,0,8t4a_PR,protenix,d1824,0.64,0.5,0.8889,9,4,7,7,16
0.8,0.5,0,8t4d_OQ,protenix,d150,0.5789,0.44,0.8462,13,6,7,7,25
0.8,0.5,0,8tp5_HL,protenix,d307,0.7925,0.7778,0.8077,26,4,7,7,27
0.8,0.5,0,8u44_ST,protenix,d413,0.3,0.1935,0.6667,9,3,5,7,31
0.8,0.5,0,8ulr_HL,protenix,d1746,0.7719,0.7333,0.8148,27,4,9,9,30
0.8,0.5,0,8ume_HL,protenix,d653,0.6667,0.5455,0.8571,14,2,2,7,22
0.8,0.5,0,8xsi_HL,protenix,d8894,0.0,0.0,0.0,0,2,5,7,18
0.8,0.5,0,9azr_HL,protenix,d552,0.8182,0.75,0.9,20,1,3,7,24
0.8,0.5,0,9azt_HL,protenix,d4,0.7143,0.625,0.8333,18,5,6,7,24
0.8,0.5,0,9azv_HL,protenix,d293,0.8696,0.8333,0.9091,22,5,5,7,24
0.8,0.5,0,9b7g_QP,protenix,d625,0.6667,0.5385,0.875,16,1,7,7,26
0.8,0.5,0,9bdg_FI,protenix,d173,0.549,0.4828,0.6364,22,4,7,7,29
0.8,0.5,0,9kkj_HL,protenix,d2220,0.3684,0.3043,0.4667,15,1,7,7,23
0.8,0.5,0,9ml9_HL,protenix,d8769,0.5,0.7083,0.3864,44,4,7,7,24
0.8,0.5,0,9mqr_DE,protenix,d3538,0.7925,0.75,0.84,25,4,5,7,28
0.8,0.5,0,9w43_AB,protenix,d51,0.1026,0.0909,0.1176,17,3,7,7,22
0.8,0.5,0,9y0a_AB,protenix,d289,0.1935,0.1667,0.2308,13,4,7,7,18
0.8,0.5,0,9yc6_HL,protenix,d611,0.5385,0.3889,0.875,8,4,7,7,18
0.8,0.5,0,9zdu_HL,protenix,d11017,0.7458,0.8462,0.6667,33,3,7,7,26
0.8,0.5,40,8k3k_D,protenix,d57,0.7273,0.9231,0.6,40,5,7,7,26
0.8,0.5,40,8k46_I,protenix,d23,0.4848,0.32,1.0,8,4,7,7,25
0.8,0.5,40,8k5g_HL,protenix,d90,0.6154,0.8,0.5,24,4,7,7,15
0.8,0.5,40,8k5h_HL,protenix,d15,0.5,0.6,0.4286,21,5,7,7,15
0.8,0.5,40,8kep_HL,protenix,d37,0.4074,0.5238,0.3333,33,2,7,7,21
0.8,0.5,40,8q7s_C,protenix,d86,0.7556,0.68,0.85,20,1,7,7,25
0.8,0.5,40,8q7s_H,protenix,d55,0.4828,0.5385,0.4375,32,1,7,7,26
0.8,0.5,40,8q7s_O,protenix,d35,0.8095,0.7083,0.9444,18,1,7,7,24
0.8,0.5,40,8siq_HL,protenix,d670,0.48,0.4444,0.5217,23,5,6,7,27
0.8,0.5,40,8sis_HL,protenix,d4169,0.6269,0.7778,0.525,40,6,7,7,27
0.8,0.5,40,8sit_HL,protenix,d4035,0.6038,0.5517,0.6667,24,4,5,7,29
