date,phase,model,target,seed,dockq_abag,global_iptm,pair_iptm_abag,success,notes
2026-07-11,Diverse-Fv,Protenix-base,9XF9,4,0.059,0.452,0.22,False,DockQ(Ab-Ag) A-H 0.065 / A-L 0.059; pair ipTM 0.22-0.22; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9Y0A,0,0.427,0.579,0.19,True,DockQ(Ab-Ag) C-A 0.545 / C-B 0.427; pair ipTM 0.19-0.25; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9Y0A,0,0.051,0.596,0.225,False,DockQ(Ab-Ag) C-A 0.051 / C-B 0.051; pair ipTM 0.23-0.25; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9Y0A,1,0.662,0.586,0.19,True,DockQ(Ab-Ag) C-A 0.680 / C-B 0.662; pair ipTM 0.19-0.25; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9Y0A,1,0.033,0.591,0.223,False,DockQ(Ab-Ag) C-A 0.039 / C-B 0.033; pair ipTM 0.22-0.24; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9Y0A,2,0.465,0.583,0.184,True,DockQ(Ab-Ag) C-A 0.491 / C-B 0.465; pair ipTM 0.18-0.24; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9Y0A,2,0.031,0.588,0.206,False,DockQ(Ab-Ag) C-A 0.032 / C-B 0.031; pair ipTM 0.21-0.22; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9Y0A,3,0.039,0.555,0.147,False,DockQ(Ab-Ag) C-A 0.064 / C-B 0.039; pair ipTM 0.15-0.17; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9Y0A,3,0.033,0.588,0.205,False,DockQ(Ab-Ag) C-A 0.033 / C-B 0.034; pair ipTM 0.21-0.21; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9Y0A,4,0.392,0.576,0.193,True,DockQ(Ab-Ag) C-A 0.392 / C-B 0.477; pair ipTM 0.19-0.24; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9Y0A,4,0.062,0.585,0.201,False,DockQ(Ab-Ag) C-A 0.062 / C-B 0.064; pair ipTM 0.20-0.21; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9Y0A,0,0.042,0.581,0.18,False,DockQ(Ab-Ag) C-A 0.045 / C-B 0.042; pair ipTM 0.18-0.26; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9Y0A,0,0.041,0.558,0.227,False,DockQ(Ab-Ag) C-A 0.050 / C-B 0.041; pair ipTM 0.23-0.26; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9Y0A,1,0.04,0.572,0.174,False,DockQ(Ab-Ag) C-A 0.043 / C-B 0.040; pair ipTM 0.17-0.25; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9Y0A,1,0.042,0.557,0.226,False,DockQ(Ab-Ag) C-A 0.050 / C-B 0.042; pair ipTM 0.23-0.24; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9Y0A,2,0.043,0.579,0.178,False,DockQ(Ab-Ag) C-A 0.046 / C-B 0.043; pair ipTM 0.18-0.26; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9Y0A,2,0.046,0.556,0.225,False,DockQ(Ab-Ag) C-A 0.054 / C-B 0.046; pair ipTM 0.23-0.24; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9Y0A,3,0.042,0.574,0.173,False,DockQ(Ab-Ag) C-A 0.045 / C-B 0.042; pair ipTM 0.17-0.25; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9Y0A,3,0.059,0.553,0.232,False,DockQ(Ab-Ag) C-A 0.059 / C-B 0.074; pair ipTM 0.23-0.24; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9Y0A,4,0.039,0.571,0.173,False,DockQ(Ab-Ag) C-A 0.042 / C-B 0.039; pair ipTM 0.17-0.25; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9Y0A,4,0.048,0.55,0.223,False,DockQ(Ab-Ag) C-A 0.048 / C-B 0.091; pair ipTM 0.22-0.24; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9VXL,0,0.004,0.601,0.224,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.004; pair ipTM 0.22-0.30; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9VXL,0,0.005,0.558,0.216,False,DockQ(Ab-Ag) A-B 0.006 / A-C 0.005; pair ipTM 0.22-0.23; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9VXL,1,0.004,0.617,0.233,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.004; pair ipTM 0.23-0.32; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9VXL,1,0.005,0.558,0.21,False,DockQ(Ab-Ag) A-B 0.006 / A-C 0.005; pair ipTM 0.21-0.22; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9VXL,2,0.004,0.618,0.244,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.004; pair ipTM 0.24-0.31; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9VXL,2,0.005,0.557,0.209,False,DockQ(Ab-Ag) A-B 0.006 / A-C 0.005; pair ipTM 0.21-0.22; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9VXL,3,0.004,0.618,0.236,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.004; pair ipTM 0.24-0.32; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9VXL,3,0.005,0.557,0.2,False,DockQ(Ab-Ag) A-B 0.007 / A-C 0.005; pair ipTM 0.20-0.22; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9VXL,4,0.004,0.607,0.238,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.004; pair ipTM 0.24-0.31; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9VXL,4,0.005,0.554,0.2,False,DockQ(Ab-Ag) A-B 0.007 / A-C 0.005; pair ipTM 0.20-0.23; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9VXL,0,0.006,0.483,0.144,False,DockQ(Ab-Ag) A-B 0.006 / A-C 0.006; pair ipTM 0.14-0.24; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9VXL,0,0.007,0.467,0.242,False,DockQ(Ab-Ag) A-B 0.007 / A-C 0.008; pair ipTM 0.24-0.25; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9VXL,1,0.006,0.492,0.148,False,DockQ(Ab-Ag) A-B 0.006 / A-C 0.006; pair ipTM 0.15-0.24; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9VXL,1,0.006,0.467,0.232,False,DockQ(Ab-Ag) A-B 0.006 / A-C 0.007; pair ipTM 0.23-0.25; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9VXL,2,0.004,0.499,0.14,False,DockQ(Ab-Ag) A-B 0.004 / A-C 0.004; pair ipTM 0.14-0.25; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9VXL,2,0.007,0.464,0.23,False,DockQ(Ab-Ag) A-B 0.007 / A-C 0.007; pair ipTM 0.23-0.24; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9VXL,3,0.006,0.49,0.148,False,DockQ(Ab-Ag) A-B 0.006 / A-C 0.006; pair ipTM 0.15-0.24; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9VXL,3,0.006,0.455,0.212,False,DockQ(Ab-Ag) A-B 0.007 / A-C 0.006; pair ipTM 0.21-0.25; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9VXL,4,0.004,0.5,0.141,False,DockQ(Ab-Ag) A-B 0.005 / A-C 0.004; pair ipTM 0.14-0.25; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9VXL,4,0.006,0.455,0.205,False,DockQ(Ab-Ag) A-B 0.007 / A-C 0.006; pair ipTM 0.21-0.21; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9LY5,0,0.003,0.535,0.153,False,DockQ(Ab-Ag) C-A 0.003 / C-B 0.003; pair ipTM 0.15-0.22; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9LY5,0,0.615,0.855,0.753,True,DockQ(Ab-Ag) C-A 0.615 / C-B 0.683; pair ipTM 0.75-0.78; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9LY5,1,0.065,0.517,0.102,False,DockQ(Ab-Ag) C-A 0.065 / C-B 0.071; pair ipTM 0.10-0.11; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9LY5,1,0.679,0.855,0.753,True,DockQ(Ab-Ag) C-A 0.696 / C-B 0.679; pair ipTM 0.75-0.78; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9LY5,2,0.009,0.508,0.087,False,DockQ(Ab-Ag) C-A 0.009 / C-B 0.011; pair ipTM 0.09-0.10; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9LY5,2,0.691,0.855,0.752,True,DockQ(Ab-Ag) C-A 0.715 / C-B 0.691; pair ipTM 0.75-0.78; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9LY5,3,0.018,0.527,0.13,False,DockQ(Ab-Ag) C-A 0.018 / C-B 0.019; pair ipTM 0.13-0.15; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9LY5,3,0.83,0.853,0.754,True,DockQ(Ab-Ag) C-A 0.830 / C-B 0.831; pair ipTM 0.75-0.77; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9LY5,4,0.003,0.547,0.154,False,DockQ(Ab-Ag) C-A 0.003 / C-B 0.003; pair ipTM 0.15-0.22; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9LY5,4,0.871,0.852,0.754,True,DockQ(Ab-Ag) C-A 0.871 / C-B 0.891; pair ipTM 0.75-0.77; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9LY5,0,0.014,0.437,0.083,False,DockQ(Ab-Ag) C-A 0.014 / C-B 0.050; pair ipTM 0.08-0.13; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9LY5,0,0.033,0.503,0.213,False,DockQ(Ab-Ag) C-A 0.033 / C-B 0.034; pair ipTM 0.21-0.22; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9LY5,1,0.151,0.441,0.11,False,DockQ(Ab-Ag) C-A 0.256 / C-B 0.151; pair ipTM 0.11-0.14; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9LY5,1,0.013,0.503,0.228,False,DockQ(Ab-Ag) C-A 0.013 / C-B 0.014; pair ipTM 0.23-0.23; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9LY5,2,0.248,0.447,0.123,True,DockQ(Ab-Ag) C-A 0.262 / C-B 0.248; pair ipTM 0.12-0.15; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9LY5,2,0.058,0.496,0.205,False,DockQ(Ab-Ag) C-A 0.066 / C-B 0.058; pair ipTM 0.20-0.21; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9LY5,3,0.014,0.431,0.079,False,DockQ(Ab-Ag) C-A 0.076 / C-B 0.014; pair ipTM 0.08-0.12; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9LY5,3,0.014,0.493,0.19,False,DockQ(Ab-Ag) C-A 0.014 / C-B 0.015; pair ipTM 0.19-0.20; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9LY5,4,0.014,0.434,0.078,False,DockQ(Ab-Ag) C-A 0.014 / C-B 0.017; pair ipTM 0.08-0.13; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9LY5,4,0.014,0.483,0.186,False,DockQ(Ab-Ag) C-A 0.014 / C-B 0.015; pair ipTM 0.19-0.21; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9MQR,0,0.007,0.478,0.106,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.007; pair ipTM 0.11-0.22; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9MQR,0,0.007,0.504,0.276,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.008; pair ipTM 0.28-0.29; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9MQR,1,0.007,0.501,0.134,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.007; pair ipTM 0.13-0.25; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9MQR,1,0.007,0.495,0.275,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.008; pair ipTM 0.27-0.28; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9MQR,2,0.007,0.495,0.13,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.007; pair ipTM 0.13-0.24; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9MQR,2,0.007,0.47,0.221,False,DockQ(Ab-Ag) A-D 0.008 / A-E 0.007; pair ipTM 0.22-0.26; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9MQR,3,0.008,0.504,0.145,False,DockQ(Ab-Ag) A-D 0.008 / A-E 0.008; pair ipTM 0.14-0.25; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9MQR,3,0.007,0.459,0.196,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.008; pair ipTM 0.20-0.22; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9MQR,4,0.007,0.5,0.141,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.008; pair ipTM 0.14-0.25; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9MQR,4,0.016,0.452,0.194,False,DockQ(Ab-Ag) A-D 0.091 / A-E 0.016; pair ipTM 0.19-0.20; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9MQR,0,0.008,0.502,0.145,False,DockQ(Ab-Ag) A-D 0.008 / A-E 0.008; pair ipTM 0.14-0.25; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9MQR,0,0.007,0.47,0.223,False,DockQ(Ab-Ag) A-D 0.008 / A-E 0.007; pair ipTM 0.22-0.25; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9MQR,1,0.007,0.496,0.138,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.007; pair ipTM 0.14-0.24; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9MQR,1,0.007,0.452,0.194,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.007; pair ipTM 0.19-0.23; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9MQR,2,0.008,0.492,0.137,False,DockQ(Ab-Ag) A-D 0.008 / A-E 0.008; pair ipTM 0.14-0.23; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9MQR,2,0.01,0.448,0.196,False,DockQ(Ab-Ag) A-D 0.012 / A-E 0.010; pair ipTM 0.20-0.20; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9MQR,3,0.007,0.498,0.14,False,DockQ(Ab-Ag) A-D 0.007 / A-E 0.008; pair ipTM 0.14-0.24; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9MQR,3,0.011,0.448,0.197,False,DockQ(Ab-Ag) A-D 0.015 / A-E 0.011; pair ipTM 0.20-0.20; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9MQR,4,0.01,0.466,0.107,False,DockQ(Ab-Ag) A-D 0.162 / A-E 0.010; pair ipTM 0.11-0.22; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9MQR,4,0.01,0.443,0.176,False,DockQ(Ab-Ag) A-D 0.013 / A-E 0.010; pair ipTM 0.18-0.21; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9KKJ,0,0.038,0.718,0.164,False,DockQ(Ab-Ag) A-H 0.061 / A-L 0.038; pair ipTM 0.16-0.19; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9KKJ,0,0.147,0.755,0.344,False,DockQ(Ab-Ag) A-H 0.189 / A-L 0.147; pair ipTM 0.34-0.37; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9KKJ,1,0.05,0.718,0.163,False,DockQ(Ab-Ag) A-H 0.052 / A-L 0.050; pair ipTM 0.16-0.20; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9KKJ,1,0.246,0.755,0.344,True,DockQ(Ab-Ag) A-H 0.352 / A-L 0.246; pair ipTM 0.34-0.35; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9KKJ,2,0.162,0.727,0.177,False,DockQ(Ab-Ag) A-H 0.162 / A-L 0.204; pair ipTM 0.18-0.21; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9KKJ,2,0.177,0.755,0.342,False,DockQ(Ab-Ag) A-H 0.177 / A-L 0.182; pair ipTM 0.34-0.35; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9KKJ,3,0.051,0.719,0.169,False,DockQ(Ab-Ag) A-H 0.053 / A-L 0.051; pair ipTM 0.17-0.21; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9KKJ,3,0.116,0.753,0.339,False,DockQ(Ab-Ag) A-H 0.119 / A-L 0.116; pair ipTM 0.34-0.35; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9KKJ,4,0.052,0.719,0.167,False,DockQ(Ab-Ag) A-H 0.054 / A-L 0.052; pair ipTM 0.17-0.20; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9KKJ,4,0.042,0.748,0.313,False,DockQ(Ab-Ag) A-H 0.079 / A-L 0.042; pair ipTM 0.31-0.32; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9KKJ,0,0.045,0.608,0.148,False,DockQ(Ab-Ag) A-H 0.080 / A-L 0.045; pair ipTM 0.15-0.22; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9KKJ,0,0.188,0.696,0.378,False,DockQ(Ab-Ag) A-H 0.236 / A-L 0.188; pair ipTM 0.38-0.38; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9KKJ,1,0.213,0.609,0.161,False,DockQ(Ab-Ag) A-H 0.213 / A-L 0.316; pair ipTM 0.16-0.23; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9KKJ,1,0.204,0.693,0.372,False,DockQ(Ab-Ag) A-H 0.230 / A-L 0.204; pair ipTM 0.37-0.37; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9KKJ,2,0.037,0.602,0.142,False,DockQ(Ab-Ag) A-H 0.061 / A-L 0.037; pair ipTM 0.14-0.21; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9KKJ,2,0.163,0.691,0.368,False,DockQ(Ab-Ag) A-H 0.257 / A-L 0.163; pair ipTM 0.37-0.37; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9KKJ,3,0.039,0.621,0.194,False,DockQ(Ab-Ag) A-H 0.049 / A-L 0.039; pair ipTM 0.19-0.26; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9KKJ,3,0.636,0.687,0.361,True,DockQ(Ab-Ag) A-H 0.636 / A-L 0.641; pair ipTM 0.36-0.37; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9KKJ,4,0.041,0.605,0.147,False,DockQ(Ab-Ag) A-H 0.076 / A-L 0.041; pair ipTM 0.15-0.22; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9KKJ,4,0.059,0.664,0.309,False,DockQ(Ab-Ag) A-H 0.131 / A-L 0.059; pair ipTM 0.31-0.31; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9W43,0,0.054,0.731,0.214,False,DockQ(Ab-Ag) C-A 0.054 / C-B 0.056; pair ipTM 0.21-0.23; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9W43,0,0.068,0.769,0.36,False,DockQ(Ab-Ag) C-A 0.068 / C-B 0.070; pair ipTM 0.36-0.37; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9W43,1,0.062,0.747,0.264,False,DockQ(Ab-Ag) C-A 0.062 / C-B 0.063; pair ipTM 0.26-0.29; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9W43,1,0.068,0.768,0.356,False,DockQ(Ab-Ag) C-A 0.068 / C-B 0.070; pair ipTM 0.36-0.36; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9W43,2,0.056,0.738,0.234,False,DockQ(Ab-Ag) C-A 0.056 / C-B 0.057; pair ipTM 0.23-0.26; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9W43,2,0.073,0.768,0.355,False,DockQ(Ab-Ag) C-A 0.073 / C-B 0.077; pair ipTM 0.35-0.36; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9W43,3,0.065,0.712,0.169,False,DockQ(Ab-Ag) C-A 0.067 / C-B 0.065; pair ipTM 0.17-0.21; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9W43,3,0.076,0.756,0.312,False,DockQ(Ab-Ag) C-A 0.088 / C-B 0.076; pair ipTM 0.31-0.33; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9W43,4,0.057,0.745,0.258,False,DockQ(Ab-Ag) C-A 0.057 / C-B 0.059; pair ipTM 0.26-0.28; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9W43,4,0.06,0.753,0.301,False,DockQ(Ab-Ag) C-A 0.061 / C-B 0.060; pair ipTM 0.30-0.31; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9W43,0,0.059,0.694,0.209,False,DockQ(Ab-Ag) C-A 0.059 / C-B 0.061; pair ipTM 0.21-0.27; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9W43,0,0.07,0.756,0.427,False,DockQ(Ab-Ag) C-A 0.070 / C-B 0.073; pair ipTM 0.43-0.46; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9W43,1,0.062,0.694,0.208,False,DockQ(Ab-Ag) C-A 0.062 / C-B 0.065; pair ipTM 0.21-0.27; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9W43,1,0.07,0.749,0.411,False,DockQ(Ab-Ag) C-A 0.070 / C-B 0.072; pair ipTM 0.41-0.45; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9W43,2,0.054,0.668,0.173,False,DockQ(Ab-Ag) C-A 0.054 / C-B 0.055; pair ipTM 0.17-0.21; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9W43,2,0.068,0.747,0.407,False,DockQ(Ab-Ag) C-A 0.068 / C-B 0.069; pair ipTM 0.41-0.44; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9W43,3,0.063,0.695,0.218,False,DockQ(Ab-Ag) C-A 0.063 / C-B 0.065; pair ipTM 0.22-0.29; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9W43,3,0.067,0.747,0.404,False,DockQ(Ab-Ag) C-A 0.067 / C-B 0.069; pair ipTM 0.40-0.44; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9W43,4,0.06,0.692,0.219,False,DockQ(Ab-Ag) C-A 0.060 / C-B 0.062; pair ipTM 0.22-0.29; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9W43,4,0.057,0.732,0.371,False,DockQ(Ab-Ag) C-A 0.058 / C-B 0.057; pair ipTM 0.37-0.41; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9YC6,0,0.003,0.553,0.277,False,DockQ(Ab-Ag) U-H 0.003 / U-L 0.004; pair ipTM 0.28-0.30; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9YC6,0,0.12,0.579,0.325,False,DockQ(Ab-Ag) U-H 0.415 / U-L 0.120; pair ipTM 0.32-0.33; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9YC6,1,0.003,0.575,0.282,False,DockQ(Ab-Ag) U-H 0.003 / U-L 0.004; pair ipTM 0.28-0.31; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9YC6,1,0.11,0.577,0.322,False,DockQ(Ab-Ag) U-H 0.405 / U-L 0.110; pair ipTM 0.32-0.33; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9YC6,2,0.007,0.513,0.135,False,DockQ(Ab-Ag) U-H 0.007 / U-L 0.007; pair ipTM 0.13-0.19; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9YC6,2,0.071,0.575,0.314,False,DockQ(Ab-Ag) U-H 0.356 / U-L 0.071; pair ipTM 0.31-0.32; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9YC6,3,0.003,0.572,0.285,False,DockQ(Ab-Ag) U-H 0.003 / U-L 0.004; pair ipTM 0.28-0.29; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9YC6,3,0.106,0.574,0.318,False,DockQ(Ab-Ag) U-H 0.499 / U-L 0.106; pair ipTM 0.32-0.32; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fab,Chai-1,9YC6,4,0.006,0.514,0.131,False,DockQ(Ab-Ag) U-H 0.006 / U-L 0.006; pair ipTM 0.13-0.19; interfaces=3
2026-07-11,Diverse-Fab,Protenix-base,9YC6,4,0.008,0.551,0.277,False,DockQ(Ab-Ag) U-H 0.008 / U-L 0.010; pair ipTM 0.28-0.28; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9YC6,0,0.009,0.496,0.22,False,DockQ(Ab-Ag) U-H 0.011 / U-L 0.009; pair ipTM 0.22-0.27; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9YC6,0,0.116,0.533,0.342,False,DockQ(Ab-Ag) U-H 0.609 / U-L 0.116; pair ipTM 0.34-0.34; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9YC6,1,0.009,0.509,0.224,False,DockQ(Ab-Ag) U-H 0.011 / U-L 0.009; pair ipTM 0.22-0.29; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9YC6,1,0.111,0.532,0.353,False,DockQ(Ab-Ag) U-H 0.396 / U-L 0.111; pair ipTM 0.35-0.36; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9YC6,2,0.011,0.503,0.201,False,DockQ(Ab-Ag) U-H 0.011 / U-L 0.011; pair ipTM 0.20-0.28; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9YC6,2,0.09,0.53,0.338,False,DockQ(Ab-Ag) U-H 0.557 / U-L 0.090; pair ipTM 0.34-0.34; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9YC6,3,0.009,0.494,0.221,False,DockQ(Ab-Ag) U-H 0.010 / U-L 0.009; pair ipTM 0.22-0.27; interfaces=3
2026-07-11,Diverse-Fv,Protenix-base,9YC6,3,0.102,0.529,0.333,False,DockQ(Ab-Ag) U-H 0.593 / U-L 0.102; pair ipTM 0.33-0.34; interfaces=3; MSA=protenix
2026-07-11,Diverse-Fv,Chai-1,9YC6,4,0.009,0.487,0.221,False,DockQ(Ab-Ag) U-H 0.011 / U-L 0.009; pair ipTM 0.22-0.26; interfaces=3
