target,group,ab,model,rung,neff80,n_true,n_ag,n_pose,best_recall,mean_recall,min_recall,best_prec,best_f1,best_mcc,best_auprc,mean_auprc
8ume_HL,HA,A,boltz,4,36.56,22,466,5,0.318,0.064,0.0,0.233,0.269,0.23,0.148,0.073
8ume_HL,HA,A,boltz,5,22.333,22,466,5,0.0,0.0,0.0,0.0,0.0,-0.05,0.038,0.04
8ume_HL,HA,A,boltz,6,12.333,22,466,5,0.045,0.009,0.0,0.042,0.043,-0.006,0.08,0.058
8ume_HL,HA,A,boltz,7,10.0,22,466,5,0.0,0.0,0.0,0.0,0.0,-0.05,0.044,0.05
8ume_HL,HA,A,boltz,8,5.0,22,466,5,0.0,0.0,0.0,0.0,0.0,-0.048,0.066,0.05
8ume_HL,HA,A,boltz,9,4.0,22,466,5,0.727,0.145,0.0,0.615,0.667,0.651,0.673,0.171
8ume_HL,HA,A,boltz,10,2.0,22,466,5,0.0,0.0,0.0,0.0,0.0,-0.052,0.042,0.049
8txp_HL,HA,B,boltz,0,59.175,28,501,5,0.679,0.636,0.571,0.679,0.679,0.66,0.676,0.64
8txp_HL,HA,B,boltz,1,39.206,28,501,5,0.714,0.657,0.571,0.741,0.727,0.712,0.746,0.725
8txp_HL,HA,B,boltz,2,29.106,28,501,5,0.714,0.621,0.571,0.69,0.702,0.684,0.747,0.674
8txp_HL,HA,B,boltz,3,23.782,28,501,5,0.714,0.636,0.536,0.769,0.741,0.727,0.712,0.713
8txp_HL,HA,B,boltz,4,13.423,28,501,5,0.679,0.65,0.536,0.792,0.731,0.718,0.708,0.687
8txp_HL,HA,B,boltz,5,11.085,28,501,5,0.643,0.607,0.571,0.75,0.692,0.678,0.755,0.656
8txp_HL,HA,B,boltz,6,8.45,28,501,5,0.714,0.621,0.536,0.741,0.727,0.712,0.772,0.609
8txp_HL,HA,B,boltz,7,9.0,28,501,5,0.679,0.657,0.571,0.76,0.717,0.702,0.738,0.685
8txp_HL,HA,B,boltz,8,4.0,28,501,5,0.679,0.629,0.571,0.76,0.717,0.702,0.723,0.651
8txp_HL,HA,B,boltz,9,3.0,28,501,5,0.714,0.657,0.571,0.714,0.714,0.697,0.693,0.668
8txp_HL,HA,B,boltz,10,2.0,28,501,5,0.679,0.636,0.607,0.704,0.691,0.673,0.661,0.688
9w43_AB,C,C,boltz,0,4555.159,22,83,5,0.136,0.127,0.091,0.13,0.133,-0.189,0.235,0.237
9w43_AB,C,C,boltz,1,2219.055,22,83,5,0.136,0.118,0.091,0.125,0.13,-0.202,0.213,0.216
9w43_AB,C,C,boltz,2,1056.999,22,83,5,0.409,0.173,0.091,0.45,0.429,0.236,0.484,0.273
9w43_AB,C,C,boltz,3,505.0,22,83,5,0.182,0.145,0.136,0.16,0.17,-0.156,0.22,0.222
9w43_AB,C,C,boltz,4,234.0,22,83,5,0.182,0.145,0.136,0.174,0.178,-0.128,0.252,0.23
9w43_AB,C,C,boltz,5,104.0,22,83,5,0.545,0.218,0.091,0.6,0.571,0.428,0.518,0.282
9w43_AB,C,C,boltz,6,48.0,22,83,5,0.182,0.136,0.091,0.167,0.174,-0.142,0.237,0.224
9w43_AB,C,C,boltz,7,22.0,22,83,5,0.182,0.136,0.091,0.167,0.174,-0.142,0.254,0.223
9w43_AB,C,C,boltz,8,11.0,22,83,5,0.136,0.118,0.091,0.13,0.133,-0.189,0.221,0.211
9w43_AB,C,C,boltz,9,5.0,22,83,5,0.136,0.127,0.091,0.125,0.13,-0.202,0.245,0.225
9w43_AB,C,C,boltz,10,2.0,22,83,5,0.182,0.145,0.091,0.167,0.174,-0.142,0.219,0.217
9yc6_HL,C,C,boltz,0,271.111,18,283,5,0.056,0.056,0.056,0.067,0.061,0.003,0.187,0.17
9yc6_HL,C,C,boltz,1,169.38,18,283,5,0.167,0.067,0.0,0.143,0.154,0.092,0.209,0.166
9yc6_HL,C,C,boltz,2,102.136,18,283,5,0.167,0.044,0.0,0.136,0.15,0.087,0.208,0.151
9yc6_HL,C,C,boltz,3,63.567,18,283,5,0.111,0.056,0.0,0.118,0.114,0.056,0.191,0.175
9yc6_HL,C,C,boltz,4,37.0,18,283,5,0.056,0.033,0.0,0.071,0.062,0.007,0.113,0.137
9yc6_HL,C,C,boltz,5,19.0,18,283,5,0.333,0.089,0.0,0.2,0.25,0.192,0.196,0.17
9yc6_HL,C,C,boltz,6,11.0,18,283,5,0.056,0.011,0.0,0.062,0.059,-0.001,0.169,0.155
9yc6_HL,C,C,boltz,7,8.0,18,283,5,0.222,0.078,0.0,0.2,0.211,0.154,0.213,0.179
9yc6_HL,C,C,boltz,8,3.0,18,283,5,0.056,0.044,0.0,0.062,0.059,-0.001,0.181,0.129
9yc6_HL,C,C,boltz,9,3.0,18,283,5,0.056,0.044,0.0,0.067,0.061,0.003,0.184,0.178
9yc6_HL,C,C,boltz,10,2.0,18,283,5,0.111,0.044,0.0,0.111,0.111,0.051,0.186,0.165
9j4c_HL,C,C,boltz,0,1032.685,39,655,5,0.0,0.0,0.0,0.0,0.0,-0.063,0.043,0.043
9j4c_HL,C,C,boltz,1,625.088,39,655,5,0.0,0.0,0.0,0.0,0.0,-0.062,0.043,0.041
9j4c_HL,C,C,boltz,2,351.454,39,655,5,0.0,0.0,0.0,0.0,0.0,-0.063,0.036,0.037
9j4c_HL,C,C,boltz,3,195.327,39,655,5,0.0,0.0,0.0,0.0,0.0,-0.06,0.045,0.042
9j4c_HL,C,C,boltz,4,104.233,39,655,5,0.0,0.0,0.0,0.0,0.0,-0.059,0.037,0.04
9j4c_HL,C,C,boltz,5,50.1,39,655,5,0.026,0.005,0.0,0.026,0.026,-0.036,0.057,0.042
9j4c_HL,C,C,boltz,6,27.0,39,655,5,0.0,0.0,0.0,0.0,0.0,-0.067,0.048,0.043
9j4c_HL,C,C,boltz,7,11.0,39,655,5,0.0,0.0,0.0,0.0,0.0,-0.065,0.038,0.039
9j4c_HL,C,C,boltz,8,8.0,39,655,5,0.051,0.01,0.0,0.045,0.048,-0.016,0.072,0.05
9j4c_HL,C,C,boltz,9,3.0,39,655,5,0.103,0.021,0.0,0.095,0.099,0.039,0.094,0.054
9j4c_HL,C,C,boltz,10,1.0,39,655,5,0.436,0.092,0.0,0.472,0.453,0.421,0.442,0.125
