target,family,ab,label,rung,neff80,n_pose,n_pop,native_overrep,mean_overrep,oracle_overrep,mean_recall,oracle_recall,mean_true_rank,oracle_true_rank,mean_pop_rank,oracle_pop_rank,mean_dcc_true,oracle_dcc_true,mean_dcc_pop,oracle_dcc_pop
8k46_I,RBD,B,class4,0,37.236,5,73,0.36,0.52,0.24,0.426,0.84,0.768,0.928,0.561,0.417,11.293,2.177,14.771,21.145
8k46_I,RBD,B,class4,1,28.355,5,73,0.36,0.474,0.0,0.442,0.824,0.745,0.872,0.558,0.349,12.462,6.519,15.099,22.542
8k46_I,RBD,B,class4,2,22.35,5,73,0.36,0.942,0.906,0.012,0.031,0.51,0.562,0.797,0.795,24.628,21.964,5.359,3.512
8k46_I,RBD,B,class4,3,14.267,5,73,0.36,0.748,0.833,0.02,0.033,0.49,0.569,0.733,0.779,21.707,23.006,7.058,4.652
8k46_I,RBD,B,class4,4,13.0,5,73,0.36,0.455,0.3,0.437,0.8,0.745,0.918,0.536,0.44,11.195,1.476,15.726,20.044
8k46_I,RBD,B,class4,5,9.333,5,73,0.36,0.635,0.13,0.31,0.783,0.688,0.885,0.636,0.396,15.468,5.574,10.72,20.277
8k46_I,RBD,B,class4,6,5.667,5,73,0.36,0.443,0.318,0.411,0.727,0.734,0.917,0.531,0.435,14.531,2.226,15.771,18.394
8k46_I,RBD,B,class4,7,3.0,5,73,0.36,0.258,0.318,0.443,0.591,0.776,0.869,0.417,0.371,12.016,6.517,20.345,24.0
8k46_I,RBD,B,class4,8,2.0,5,73,0.36,0.225,0.15,0.692,0.8,0.908,0.904,0.407,0.367,3.541,6.485,21.403,22.952
8k46_I,RBD,B,class4,9,2.0,5,73,0.36,0.593,0.323,0.141,0.613,0.549,0.91,0.601,0.409,19.127,2.238,13.465,21.031
9bdg_FI,HA,A,head,0,183.969,5,251,1.0,1.0,1.0,0.22,0.591,0.767,0.906,0.65,0.665,17.08,9.878,17.053,14.144
9bdg_FI,HA,A,head,1,127.756,5,251,1.0,1.0,1.0,0.114,0.167,0.71,0.722,0.611,0.587,20.597,21.22,18.332,18.176
9bdg_FI,HA,A,head,2,88.441,5,251,1.0,1.0,1.0,0.156,0.217,0.742,0.763,0.606,0.6,20.007,18.226,17.668,15.61
9bdg_FI,HA,A,head,3,54.161,5,251,1.0,1.0,1.0,0.118,0.174,0.73,0.724,0.643,0.572,19.303,21.264,18.034,18.521
9bdg_FI,HA,A,head,4,35.023,5,251,1.0,1.0,1.0,0.162,0.226,0.756,0.814,0.631,0.667,19.35,17.809,17.965,18.2
9bdg_FI,HA,A,head,5,24.917,5,251,1.0,1.0,1.0,0.148,0.217,0.735,0.746,0.631,0.591,19.56,19.826,18.039,17.424
9bdg_FI,HA,A,head,6,14.0,5,251,1.0,1.0,1.0,0.247,0.647,0.767,0.891,0.631,0.671,17.978,10.419,17.301,13.558
9bdg_FI,HA,A,head,7,10.0,5,251,1.0,1.0,1.0,0.241,0.474,0.776,0.893,0.617,0.669,18.247,10.514,17.545,15.453
9bdg_FI,HA,A,head,8,4.0,5,251,1.0,1.0,1.0,0.214,0.63,0.75,0.923,0.644,0.666,17.206,7.054,16.523,10.489
9bdg_FI,HA,A,head,9,3.0,5,251,1.0,1.0,1.0,0.133,0.16,0.738,0.711,0.629,0.578,19.655,20.783,18.197,17.877
9bdg_FI,HA,A,head,10,2.0,5,251,1.0,1.0,1.0,0.257,0.615,0.788,0.908,0.649,0.669,16.127,7.57,17.036,12.812
8txt_HL,HA,B,stem,0,61.26,5,246,0.154,0.075,0.05,0.669,0.75,0.943,0.952,0.306,0.302,8.247,6.547,57.749,56.258
8txt_HL,HA,B,stem,1,44.764,5,246,0.154,0.071,0.125,0.753,0.792,0.958,0.962,0.315,0.314,5.844,5.077,55.843,55.409
8txt_HL,HA,B,stem,2,29.963,5,246,0.154,0.106,0.158,0.755,0.895,0.955,0.952,0.314,0.32,5.781,4.611,55.85,54.619
8txt_HL,HA,B,stem,3,22.726,5,246,0.154,0.058,0.048,0.523,0.667,0.922,0.947,0.308,0.319,11.733,7.7,61.171,57.872
8txt_HL,HA,B,stem,4,16.18,5,246,0.154,0.047,0.05,0.64,0.7,0.941,0.945,0.305,0.306,9.187,7.504,58.985,57.693
8txt_HL,HA,B,stem,5,11.81,5,246,0.154,0.089,0.05,0.697,0.8,0.949,0.958,0.313,0.308,6.848,5.51,56.605,56.01
8txt_HL,HA,B,stem,6,8.167,5,246,0.154,0.162,0.143,0.623,0.81,0.943,0.956,0.35,0.315,8.356,4.798,51.651,53.912
8txt_HL,HA,B,stem,7,6.333,5,246,0.154,0.073,0.158,0.682,0.789,0.949,0.954,0.315,0.322,7.463,5.577,57.439,56.262
8txt_HL,HA,B,stem,8,4.0,5,246,0.154,0.048,0.053,0.69,0.789,0.949,0.956,0.307,0.3,7.787,5.918,57.699,55.854
8txt_HL,HA,B,stem,9,3.0,5,246,0.154,0.074,0.1,0.601,0.8,0.939,0.957,0.312,0.315,8.894,4.427,58.193,54.596
8txt_HL,HA,B,stem,10,2.0,5,246,0.154,0.073,0.154,0.563,0.731,0.926,0.96,0.315,0.345,11.013,1.709,60.549,51.679
8t4a_PR,Env,A,N332,0,2820.437,5,72,0.25,0.286,0.167,0.387,0.583,0.899,0.97,0.635,0.629,12.774,6.297,19.721,19.139
8t4a_PR,Env,A,N332,1,1396.689,5,72,0.25,0.263,0.208,0.354,0.583,0.919,0.97,0.642,0.604,9.813,5.734,16.913,18.634
8t4a_PR,Env,A,N332,2,640.632,5,72,0.25,0.291,0.222,0.323,0.556,0.916,0.963,0.652,0.628,10.342,5.345,15.422,17.784
8t4a_PR,Env,A,N332,3,311.528,5,72,0.25,0.272,0.259,0.161,0.593,0.79,0.977,0.601,0.614,16.931,5.256,19.369,18.291
8t4a_PR,Env,A,N332,4,146.6,5,72,0.25,0.27,0.318,0.319,0.591,0.915,0.971,0.622,0.57,9.671,4.556,16.925,18.504
8t4a_PR,Env,A,N332,5,69.25,5,72,0.25,0.302,0.208,0.242,0.625,0.858,0.975,0.645,0.614,13.781,2.854,17.864,18.804
8t4a_PR,Env,A,N332,6,27.0,5,72,0.25,0.277,0.222,0.368,0.519,0.931,0.974,0.609,0.64,10.296,3.603,19.403,18.36
8t4a_PR,Env,A,N332,7,16.0,5,72,0.25,0.272,0.25,0.362,0.667,0.866,0.98,0.63,0.608,12.194,3.527,19.2,18.619
8t4a_PR,Env,A,N332,8,8.0,5,72,0.25,0.243,0.192,0.309,0.577,0.865,0.971,0.615,0.619,12.664,4.928,19.192,18.491
8t4a_PR,Env,A,N332,9,4.0,5,72,0.25,0.209,0.208,0.402,0.542,0.944,0.967,0.64,0.619,7.95,5.082,17.793,19.91
8t4a_PR,Env,A,N332,10,2.0,5,72,0.25,0.144,0.24,0.283,0.6,0.751,0.976,0.594,0.613,16.659,4.197,18.691,18.805
8tl5_IJ,Env,B,gp120gp41,0,212.877,5,76,0.0,0.756,0.778,0.0,0.0,0.166,0.159,0.792,0.789,51.462,49.486,6.811,6.747
8tl5_IJ,Env,B,gp120gp41,1,144.238,5,76,0.0,0.65,0.714,0.0,0.0,0.166,0.16,0.727,0.781,51.411,50.336,10.518,7.373
8tl5_IJ,Env,B,gp120gp41,2,92.801,5,76,0.0,0.713,0.686,0.0,0.0,0.164,0.168,0.792,0.801,52.13,53.896,7.14,5.584
8tl5_IJ,Env,B,gp120gp41,3,57.722,5,76,0.0,0.765,0.677,0.0,0.0,0.167,0.168,0.796,0.794,51.812,53.43,7.225,6.976
8tl5_IJ,Env,B,gp120gp41,4,41.962,5,76,0.0,0.73,0.707,0.0,0.0,0.172,0.166,0.789,0.794,51.379,52.872,6.351,5.876
8tl5_IJ,Env,B,gp120gp41,5,31.326,5,76,0.0,0.757,0.829,0.0,0.0,0.165,0.177,0.791,0.792,51.601,50.904,5.941,5.801
8tl5_IJ,Env,B,gp120gp41,6,14.632,5,76,0.0,0.752,0.7,0.0,0.0,0.167,0.179,0.792,0.791,51.279,51.68,7.104,5.664
8tl5_IJ,Env,B,gp120gp41,7,8.262,5,76,0.0,0.779,0.765,0.0,0.0,0.163,0.173,0.787,0.788,50.811,51.831,7.074,6.523
8tl5_IJ,Env,B,gp120gp41,8,3.883,5,76,0.0,0.775,0.824,0.0,0.0,0.164,0.164,0.788,0.792,50.246,50.066,7.184,8.138
8tl5_IJ,Env,B,gp120gp41,9,5.0,5,76,0.0,0.731,0.781,0.0,0.0,0.169,0.161,0.786,0.789,51.012,50.854,7.475,7.827
8tl5_IJ,Env,B,gp120gp41,10,1.0,5,76,0.0,0.761,0.774,0.0,0.0,0.166,0.169,0.791,0.793,51.129,50.089,6.7,7.908
9kkj_HL,C,C,Nectin-4,0,2270.445,5,0,,,,0.799,0.833,0.864,0.865,,,3.85,3.78,,
9kkj_HL,C,C,Nectin-4,1,1269.808,5,0,,,,0.773,0.85,0.86,0.864,,,4.239,4.562,,
9kkj_HL,C,C,Nectin-4,2,692.331,5,0,,,,0.791,0.833,0.87,0.865,,,3.487,3.078,,
9kkj_HL,C,C,Nectin-4,3,338.7,5,0,,,,0.786,0.87,0.868,0.872,,,3.975,3.387,,
9kkj_HL,C,C,Nectin-4,4,166.091,5,0,,,,0.602,0.826,0.772,0.866,,,7.357,4.46,,
9kkj_HL,C,C,Nectin-4,5,81.0,5,0,,,,0.799,0.826,0.866,0.863,,,3.939,3.671,,
9kkj_HL,C,C,Nectin-4,6,33.0,5,0,,,,0.808,0.833,0.869,0.876,,,4.053,3.461,,
9kkj_HL,C,C,Nectin-4,7,19.0,5,0,,,,0.761,0.875,0.862,0.875,,,4.541,3.588,,
9kkj_HL,C,C,Nectin-4,8,10.0,5,0,,,,0.814,0.87,0.863,0.878,,,3.78,3.387,,
9kkj_HL,C,C,Nectin-4,9,4.0,5,0,,,,0.48,0.833,0.664,0.866,,,9.124,3.809,,
9kkj_HL,C,C,Nectin-4,10,2.0,5,0,,,,0.789,0.826,0.867,0.865,,,4.08,3.72,,
8kdm_GF,RBD,A,class1/2(RBM),0,35.766,5,72,0.19,0.272,0.0,0.017,0.087,0.461,0.538,0.459,0.404,19.996,15.145,19.075,21.13
8kdm_GF,RBD,A,class1/2(RBM),1,26.237,5,72,0.19,0.28,0.1,0.007,0.033,0.462,0.527,0.441,0.331,20.321,16.002,19.915,24.113
8kdm_GF,RBD,A,class1/2(RBM),2,16.333,5,72,0.19,0.315,0.067,0.02,0.1,0.456,0.553,0.462,0.326,20.552,14.722,18.867,25.345
8kdm_GF,RBD,A,class1/2(RBM),3,12.133,5,72,0.19,0.1,0.053,0.0,0.0,0.501,0.52,0.343,0.299,16.874,17.385,24.733,27.184
8kdm_GF,RBD,A,class1/2(RBM),4,8.0,5,72,0.19,0.192,0.211,0.171,0.789,0.583,0.939,0.37,0.321,15.408,3.142,22.373,25.068
8kdm_GF,RBD,A,class1/2(RBM),5,8.667,5,72,0.19,0.139,0.083,0.011,0.056,0.474,0.545,0.368,0.326,18.241,15.19,22.647,25.416
8kdm_GF,RBD,A,class1/2(RBM),6,7.0,5,72,0.19,0.167,0.087,0.0,0.0,0.468,0.463,0.382,0.358,18.745,18.426,22.211,23.372
8kdm_GF,RBD,A,class1/2(RBM),7,5.0,5,72,0.19,0.165,0.0,0.025,0.095,0.485,0.622,0.363,0.262,18.093,11.593,23.022,29.264
8kdm_GF,RBD,A,class1/2(RBM),8,1.0,5,72,0.19,0.318,0.143,0.0,0.0,0.441,0.488,0.471,0.376,21.466,18.121,18.648,23.26
8kdm_GF,RBD,A,class1/2(RBM),9,2.0,5,72,0.19,0.308,0.12,0.0,0.0,0.449,0.448,0.456,0.36,20.736,18.165,19.651,21.979
8vye_AD,RBD,B,class3,0,27.685,5,63,0.0,0.277,0.1,0.116,0.15,0.866,0.981,0.512,0.439,12.016,8.194,20.101,23.232
8vye_AD,RBD,B,class3,1,22.188,5,63,0.0,0.12,0.1,0.141,0.15,0.979,0.976,0.444,0.437,7.521,8.184,22.628,23.325
8vye_AD,RBD,B,class3,2,14.233,5,63,0.0,0.106,0.1,0.144,0.15,0.978,0.975,0.443,0.439,7.933,8.223,23.083,23.693
8vye_AD,RBD,B,class3,3,11.417,5,63,0.0,0.116,0.1,0.146,0.15,0.977,0.98,0.441,0.44,7.756,8.194,23.132,23.596
8vye_AD,RBD,B,class3,4,12.0,5,63,0.0,0.288,0.1,0.116,0.15,0.879,0.98,0.519,0.446,10.69,8.245,19.355,23.593
8vye_AD,RBD,B,class3,5,7.0,5,63,0.0,0.099,0.105,0.149,0.158,0.974,0.98,0.436,0.442,8.18,8.333,23.314,23.654
8vye_AD,RBD,B,class3,6,5.667,5,63,0.0,0.124,0.158,0.145,0.158,0.98,0.98,0.441,0.45,7.406,6.445,22.692,22.324
8vye_AD,RBD,B,class3,7,2.0,5,63,0.0,0.108,0.105,0.147,0.158,0.976,0.976,0.443,0.444,7.951,8.215,23.146,23.713
8vye_AD,RBD,B,class3,8,3.0,5,63,0.0,0.097,0.1,0.146,0.15,0.977,0.98,0.439,0.442,8.193,8.245,23.261,23.583
8vye_AD,RBD,B,class3,9,1.0,5,63,0.0,0.104,0.1,0.143,0.15,0.977,0.976,0.441,0.436,7.876,8.109,23.117,23.606
8ume_HL,HA,A,head,0,175.081,5,246,0.773,0.82,0.1,0.01,0.05,0.583,0.745,0.632,0.351,36.021,44.964,26.719,60.959
8ume_HL,HA,A,head,1,121.354,5,246,0.773,0.758,0.913,0.095,0.348,0.663,0.9,0.62,0.703,32.341,15.184,25.204,10.31
8ume_HL,HA,A,head,2,81.02,5,246,0.773,0.764,0.862,0.069,0.345,0.552,0.886,0.597,0.705,35.486,15.105,28.155,10.041
8ume_HL,HA,A,head,3,47.163,5,246,0.773,0.964,0.895,0.063,0.316,0.617,0.876,0.7,0.706,30.246,16.351,16.621,11.169
8ume_HL,HA,A,head,4,36.56,5,246,0.773,0.873,0.367,0.047,0.233,0.626,0.786,0.646,0.364,35.825,32.619,25.702,48.395
8ume_HL,HA,A,head,5,22.333,5,246,0.773,0.955,1.0,0.0,0.0,0.437,0.408,0.65,0.645,33.478,34.257,17.945,17.71
8ume_HL,HA,A,head,6,12.333,5,246,0.773,0.647,0.083,0.008,0.042,0.551,0.695,0.536,0.346,38.066,43.398,34.68,59.054
8ume_HL,HA,A,head,7,10.0,5,246,0.773,0.809,1.0,0.0,0.0,0.54,0.485,0.615,0.674,37.304,34.982,27.425,18.235
8ume_HL,HA,A,head,8,5.0,5,246,0.773,0.963,0.857,0.0,0.0,0.541,0.654,0.66,0.585,31.292,23.807,17.282,14.115
8ume_HL,HA,A,head,9,4.0,5,246,0.773,0.954,0.769,0.123,0.615,0.6,0.955,0.684,0.672,27.725,7.562,17.196,14.738
8ume_HL,HA,A,head,10,2.0,5,246,0.773,0.782,0.958,0.0,0.0,0.533,0.473,0.612,0.668,37.529,34.728,27.545,18.528
8txp_HL,HA,B,stem,0,59.175,5,246,0.143,0.209,0.115,0.657,0.692,0.937,0.944,0.342,0.303,6.493,7.888,52.623,55.701
8txp_HL,HA,B,stem,1,39.206,5,246,0.143,0.115,0.148,0.713,0.741,0.944,0.944,0.311,0.312,7.218,6.734,55.346,54.902
8txp_HL,HA,B,stem,2,29.106,5,246,0.143,0.197,0.136,0.688,0.773,0.941,0.944,0.34,0.307,6.158,6.909,53.196,55.819
8txp_HL,HA,B,stem,3,23.782,5,246,0.143,0.12,0.115,0.717,0.769,0.944,0.949,0.312,0.299,7.092,6.372,55.45,55.169
8txp_HL,HA,B,stem,4,13.423,5,246,0.143,0.192,0.167,0.712,0.792,0.943,0.946,0.332,0.33,5.903,5.597,53.55,53.853
8txp_HL,HA,B,stem,5,11.085,5,246,0.143,0.217,0.125,0.658,0.75,0.938,0.952,0.353,0.329,6.381,6.571,52.469,54.734
8txp_HL,HA,B,stem,6,8.45,5,246,0.143,0.249,0.148,0.64,0.741,0.935,0.951,0.388,0.327,5.806,6.604,51.576,54.754
8txp_HL,HA,B,stem,7,9.0,5,246,0.143,0.174,0.125,0.711,0.792,0.942,0.946,0.34,0.314,6.263,6.619,53.48,55.396
8txp_HL,HA,B,stem,8,4.0,5,246,0.143,0.191,0.12,0.665,0.76,0.937,0.944,0.339,0.311,6.674,7.002,53.75,55.036
8txp_HL,HA,B,stem,9,3.0,5,246,0.143,0.162,0.154,0.682,0.731,0.942,0.946,0.32,0.345,6.55,6.391,54.431,54.364
8txp_HL,HA,B,stem,10,2.0,5,246,0.143,0.135,0.12,0.701,0.72,0.943,0.943,0.313,0.322,7.349,7.035,55.492,55.003
9w43_AB,C,C,PD-1,0,4555.159,5,0,,,,0.123,0.136,0.375,0.407,,,10.794,10.457,,
9w43_AB,C,C,PD-1,1,2219.055,5,0,,,,0.115,0.136,0.369,0.382,,,10.927,10.689,,
9w43_AB,C,C,PD-1,2,1056.999,5,0,,,,0.178,0.45,0.434,0.668,,,10.085,7.352,,
9w43_AB,C,C,PD-1,3,505.0,5,0,,,,0.145,0.16,0.389,0.39,,,10.69,10.397,,
9w43_AB,C,C,PD-1,4,234.0,5,0,,,,0.143,0.174,0.379,0.396,,,10.738,11.018,,
9w43_AB,C,C,PD-1,5,104.0,5,0,,,,0.227,0.6,0.444,0.687,,,10.086,7.169,,
9w43_AB,C,C,PD-1,6,48.0,5,0,,,,0.13,0.167,0.374,0.392,,,10.518,10.366,,
9w43_AB,C,C,PD-1,7,22.0,5,0,,,,0.131,0.167,0.373,0.397,,,10.732,10.574,,
9w43_AB,C,C,PD-1,8,11.0,5,0,,,,0.113,0.13,0.367,0.373,,,10.673,11.0,,
9w43_AB,C,C,PD-1,9,5.0,5,0,,,,0.121,0.13,0.368,0.377,,,10.647,10.228,,
9w43_AB,C,C,PD-1,10,2.0,5,0,,,,0.143,0.174,0.374,0.41,,,11.171,10.736,,
9yc6_HL,C,C,uPAR,0,271.111,5,0,,,,0.061,0.071,0.814,0.835,,,16.031,14.898,,
9yc6_HL,C,C,uPAR,1,169.38,5,0,,,,0.067,0.143,0.774,0.821,,,19.114,17.679,,
9yc6_HL,C,C,uPAR,2,102.136,5,0,,,,0.041,0.136,0.75,0.853,,,19.146,13.613,,
9yc6_HL,C,C,uPAR,3,63.567,5,0,,,,0.06,0.118,0.825,0.839,,,16.157,15.253,,
9yc6_HL,C,C,uPAR,4,37.0,5,0,,,,0.038,0.071,0.699,0.695,,,22.067,27.607,,
9yc6_HL,C,C,uPAR,5,19.0,5,0,,,,0.062,0.2,0.811,0.804,,,16.43,16.721,,
9yc6_HL,C,C,uPAR,6,11.0,5,0,,,,0.013,0.062,0.794,0.82,,,16.857,16.592,,
9yc6_HL,C,C,uPAR,7,8.0,5,0,,,,0.076,0.2,0.825,0.848,,,16.036,15.042,,
9yc6_HL,C,C,uPAR,8,3.0,5,0,,,,0.047,0.062,0.637,0.833,,,21.584,16.382,,
9yc6_HL,C,C,uPAR,9,3.0,5,0,,,,0.05,0.067,0.829,0.835,,,16.367,16.227,,
9yc6_HL,C,C,uPAR,10,2.0,5,0,,,,0.047,0.111,0.811,0.833,,,16.102,15.827,,
9j4c_HL,C,C,PlexinA1,0,1032.685,5,0,,,,0.0,0.0,0.329,0.337,,,33.455,33.319,,
9j4c_HL,C,C,PlexinA1,1,625.088,5,0,,,,0.0,0.0,0.301,0.328,,,33.831,33.942,,
9j4c_HL,C,C,PlexinA1,2,351.454,5,0,,,,0.0,0.0,0.234,0.195,,,32.037,31.947,,
9j4c_HL,C,C,PlexinA1,3,195.327,5,0,,,,0.0,0.0,0.319,0.377,,,35.712,42.115,,
9j4c_HL,C,C,PlexinA1,4,104.233,5,0,,,,0.0,0.0,0.269,0.237,,,31.034,32.025,,
9j4c_HL,C,C,PlexinA1,5,50.1,5,0,,,,0.005,0.026,0.308,0.5,,,29.495,25.338,,
9j4c_HL,C,C,PlexinA1,6,27.0,5,0,,,,0.0,0.0,0.344,0.427,,,33.995,26.388,,
9j4c_HL,C,C,PlexinA1,7,11.0,5,0,,,,0.0,0.0,0.275,0.237,,,33.836,31.779,,
9j4c_HL,C,C,PlexinA1,8,8.0,5,0,,,,0.009,0.045,0.345,0.575,,,29.569,22.596,,
9j4c_HL,C,C,PlexinA1,9,3.0,5,0,,,,0.019,0.095,0.35,0.601,,,29.171,24.329,,
9j4c_HL,C,C,PlexinA1,10,1.0,5,0,,,,0.099,0.472,0.455,0.871,,,28.18,15.561,,
