pdb,antigen,Hchain,Lchain,antigen_chain,nb,date,res,antigen_name
8DIM,HA,B,C,A,False,2022/06/29,2.62,hemagglutinin
8DIU,HA,G,C,D,False,2022/06/29,2.61,hemagglutinin
8DIU,HA,H,I,A,False,2022/06/29,2.61,hemagglutinin
8DIU,HA,E,F,B,False,2022/06/29,2.61,hemagglutinin
7YHK,HA,F,H,A,False,2022/07/13,3.14,Hemagglutinin
8GV7,HA,C,D,A|B|E,False,2022/09/14,2.6,Hemagglutinin H18-HA1|Hemagglutinin H18-HA2|alpha-L-fucopyranose-(1-6)-2-acetamido-2-deoxy-beta-D-glucopyranose
8GV5,HA,C,D,A|B|E,False,2022/09/14,3.2,Hemagglutinin HA1 chain|Hemagglutinin HA2 chain|2-acetamido-2-deoxy-beta-D-glucopyranose
8GV6,HA,G,H,C|D,False,2022/09/14,3.4,Hemagglutinin H14-HA1|Hemagglutinin H14-HA2
8GV6,HA,I,J,A|E|F,False,2022/09/14,3.4,Hemagglutinin H14-HA1|Hemagglutinin H14-HA2
8EUQ,HA,I,H,AB|F|G,False,2022/10/19,3.09,"SULFATE ION|HLA class II histocompatibility antigen, DR alpha chain|Hemagglutinin HA1 chain,HLA class II histocompatibility antigen DR beta chain"
8EUQ,HA,C,D,A|AA|B,False,2022/10/19,3.09,"HLA class II histocompatibility antigen, DR alpha chain|SULFATE ION|Hemagglutinin HA1 chain,HLA class II histocompatibility antigen DR beta chain"
8F38,HA,F,I,C,False,2022/11/09,2.64,hemagglutinin
8F38,HA,E,H,A,False,2022/11/09,2.64,hemagglutinin
8F38,HA,D,G,B,False,2022/11/09,2.64,hemagglutinin
8G5B,HA,J,N,A,False,2023/02/12,3.1,Hemagglutinin
8G5B,HA,I,M,A,False,2023/02/12,3.1,Hemagglutinin
8G5B,HA,H,L,A,False,2023/02/12,3.1,Hemagglutinin
8G5A,HA,J,N,C,False,2023/02/12,3.3,Hemagglutinin
8G5A,HA,H,L,A,False,2023/02/12,3.3,Hemagglutinin
8G5A,HA,I,M,B,False,2023/02/12,3.3,Hemagglutinin
8GHK,HA,M,N,B,False,2023/03/10,3.47,Hemagglutinin
8GHK,HA,H,L,C,False,2023/03/10,3.47,Hemagglutinin
8IUY,HA,B,C,A,False,2023/03/25,2.9,Hemagglutinin
8IUZ,HA,B,C,A,False,2023/03/25,3.0,Hemagglutinin
8IV0,HA,B,C,A,False,2023/03/25,2.9,Hemagglutinin
1GC1,Env,H,L,G,False,1998/06/15,2.5,ENVELOPE PROTEIN GP120
1G9M,Env,H,L,G,False,2000/11/24,2.2,ENVELOPE GLYCOPROTEIN GP120
1G9N,Env,H,L,G,False,2000/11/25,2.9,ENVELOPE GLYCOPROTEIN GP120
1RZJ,Env,H,L,G,False,2003/12/24,2.2,ENVELOPE GLYCOPROTEIN GP120
1RZK,Env,H,L,G,False,2003/12/24,2.9,ENVELOPE GLYCOPROTEIN GP120
1YYL,Env,R,Q,P,False,2005/02/25,2.75,"Exterior membrane glycoprotein(GP120),Exterior membrane glycoprotein(GP120),Exterior membrane glycoprotein(GP120)"
1YYM,Env,H,L,G,False,2005/02/25,2.2,"Exterior membrane glycoprotein(GP120),Exterior membrane glycoprotein(GP120),Exterior membrane glycoprotein(GP120)"
1YYM,Env,R,Q,P,False,2005/02/25,2.2,"Exterior membrane glycoprotein(GP120),Exterior membrane glycoprotein(GP120),Exterior membrane glycoprotein(GP120)"
1YYL,Env,H,L,G,False,2005/02/25,2.75,"Exterior membrane glycoprotein(GP120),Exterior membrane glycoprotein(GP120),Exterior membrane glycoprotein(GP120)"
2B4C,Env,H,L,F|G|J|O,False,2005/09/23,3.3,SULFATE ION|envelope glycoprotein|Xylitol
2I5Y,Env,H,L,G,False,2006/08/26,2.2,Exterior membrane glycoprotein(GP120)
2I5Y,Env,R,Q,P,False,2006/08/26,2.2,Exterior membrane glycoprotein(GP120)
2I60,Env,H,L,G,False,2006/08/26,2.4,EXTERIOR MEMBRANE GLYCOPROTEIN(GP120)
2I60,Env,R,Q,P,False,2006/08/26,2.4,EXTERIOR MEMBRANE GLYCOPROTEIN(GP120)
2NY7,Env,H,L,G|K,False,2006/11/20,2.3,ENVELOPE GLYCOPROTEIN GP120|2-acetamido-2-deoxy-beta-D-glucopyranose
2NY6,Env,D,C,A|E,False,2006/11/20,2.8,ENVELOPE GLYCOPROTEIN GP120|beta-D-fructofuranose-(2-1)-alpha-D-glucopyranose
2NY5,Env,H,L,A|G,False,2006/11/20,2.5,beta-D-fructofuranose-(2-1)-alpha-D-glucopyranose|ENVELOPE GLYCOPROTEIN GP120
2NY2,Env,D,C,A|E|R,False,2006/11/20,2.0,"ENVELOPE GLYCOPROTEIN GP120|beta-D-fructofuranose-(2-1)-alpha-D-glucopyranose|HEXANE-1,6-DIOL"
2NY3,Env,D,C,A|E,False,2006/11/20,2.0,ENVELOPE GLYCOPROTEIN GP120|beta-D-fructofuranose-(2-1)-alpha-D-glucopyranose
2NY1,Env,D,C,A|E,False,2006/11/20,1.99,ENVELOPE GLYCOPROTEIN GP120|beta-D-fructofuranose-(2-1)-alpha-D-glucopyranose
2NXZ,Env,D,C,A|E|U,False,2006/11/20,2.04,"ENVELOPE GLYCOPROTEIN GP120|beta-D-fructofuranose-(2-1)-alpha-D-glucopyranose|HEXANE-1,6-DIOL"
2NXY,Env,D,C,A|T,False,2006/11/20,2.0,"ENVELOPE GLYCOPROTEIN GP120|HEXANE-1,6-DIOL"
2NY4,Env,D,C,A|E,False,2006/11/20,2.0,ENVELOPE GLYCOPROTEIN GP120|beta-D-fructofuranose-(2-1)-alpha-D-glucopyranose
2NY0,Env,D,C,A,False,2006/11/20,2.2,ENVELOPE GLYCOPROTEIN GP120
2QAD,Env,D,C,A|AV,False,2007/06/14,3.3,"Envelope glycoprotein gp160|1,2-ETHANEDIOL"
2QAD,Env,H,G,E,False,2007/06/14,3.3,Envelope glycoprotein gp160
3IDX,Env,H,L,G|O|T|W|Z,False,2009/07/22,2.5,HIV-1 HxBc2 gp120 core|2-acetamido-2-deoxy-beta-D-glucopyranose|4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID|SULFATE ION
3IDY,Env,B,C,A|AF,False,2009/07/22,3.2,HIV-1 HxBc2 gp120 core|2-acetamido-2-deoxy-beta-D-glucopyranose
3IDY,Env,H,L,G|Q,False,2009/07/22,3.2,HIV-1 HxBc2 gp120 core|2-acetamido-2-deoxy-beta-D-glucopyranose
3JWD,Env,H,L,A,False,2009/09/18,2.61,HIV-1 GP120 ENVELOPE GLYCOPROTEIN
3JWD,Env,P,O,B,False,2009/09/18,2.61,HIV-1 GP120 ENVELOPE GLYCOPROTEIN
3LQA,Env,H,L,C|G,False,2010/02/08,3.4,T-cell surface glycoprotein CD4|Envelope glycoprotein gp160
3NGB,Env,J,K,BN|BV|I,False,2010/06/11,2.68,2-acetamido-2-deoxy-beta-D-glucopyranose|beta-D-glucopyranose|Envelope glycoprotein gp160
3NGB,Env,H,L,G|U,False,2010/06/11,2.68,Envelope glycoprotein gp160|2-acetamido-2-deoxy-beta-D-glucopyranose
3NGB,Env,B,C,A|AG|BX|BY,False,2010/06/11,2.68,Envelope glycoprotein gp160|2-acetamido-2-deoxy-beta-D-glucopyranose|beta-D-glucopyranose
3NGB,Env,E,F,AY|BI|D,False,2010/06/11,2.68,"2-acetamido-2-deoxy-beta-D-glucopyranose|2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL|Envelope glycoprotein gp160"
3RJQ,Env,B,nan,A,True,2011/04/15,2.601,C186 gp120
3SE8,Env,H,L,E|G|Q|S|Y,False,2011/06/10,1.895,2-acetamido-2-deoxy-beta-D-glucopyranose|HIV-1 Clade AE strain 93TH057 gp120|SULFATE ION
3SE9,Env,H,L,AD|AL|D|G|N|S,False,2011/06/10,2.0,"(R,R)-2,3-BUTANEDIOL|CHLORIDE ION|2-acetamido-2-deoxy-beta-D-glucopyranose|HIV-1 Clade AE strain 93TH057 gp120|SULFATE ION|GLYCEROL"
3TYG,Env,H,L,A|B|C,False,2011/09/25,3.25,Envelope glycoprotein gp160|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
3U2S,Env,A,B,C|E|Q,False,2011/10/04,1.797,Envelope glycoprotein gp120|alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|2-acetamido-2-deoxy-beta-D-glucopyranose
3U2S,Env,H,L,D|G|P,False,2011/10/04,1.797,alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp120|2-acetamido-2-deoxy-beta-D-glucopyranose
3U7Y,Env,H,L,B|G|J,False,2011/10/14,2.4478,CITRATE ANION|Envelope glycoprotein gp160|CHLORIDE ION
4D9L,Env,J,N,I,False,2012/01/11,2.485,Heavy chain of Fab fragment of anti-HIV1 gp120 V2 mAb 697
4D9L,Env,I,M,J|N,False,2012/01/11,2.485,Heavy chain of Fab fragment of anti-HIV1 gp120 V2 mAb 697|Light chain of Fab fragment of anti-HIV1 gp120 V2 mAb 697
4DVR,Env,H,L,G,False,2012/02/23,2.5,Envelope glycoprotein gp120
4H8W,Env,H,L,G,False,2012/09/24,1.85,HIV-1 CLADE A/E 93TH057 (H375S) GP120
4I3R,Env,H,L,G,False,2012/11/26,3.0,Outer domain of HIV-1 gp120 (KER2018 OD4.2.2)
4I3S,Env,H,L,G,False,2012/11/26,2.85,Outer domain of HIV-1 gp120 (KER2018 OD4.2.2)
4J6R,Env,H,L,AC|D|G|T,False,2013/02/11,1.64,"1,2-ETHANEDIOL|2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160"
4JAN,Env,A,B,I|O,False,2013/02/18,3.15,ENVELOPE GLYCOPROTEIN GP120 of HIV-1 clade C|2-acetamido-2-deoxy-beta-D-glucopyranose
4JAN,Env,H,L,G,False,2013/02/18,3.15,ENVELOPE GLYCOPROTEIN GP120 of HIV-1 clade C
4JB9,Env,H,L,D|G,False,2013/02/19,2.6,2-acetamido-2-deoxy-beta-D-glucopyranose|clade A/E 93TH057 HIV-1 gp120 core
4JDT,Env,H,L,G,False,2013/02/25,3.26,gp120
4JKP,Env,H,L,A|G,False,2013/03/11,2.82,alpha-D-mannopyranose-(1-6)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|gp120
4JM2,Env,A,B,E|G|H|I,False,2013/03/13,3.1,gp120|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
4JM2,Env,D,C,E|J,False,2013/03/13,3.1,gp120|TETRAETHYLENE GLYCOL
4JPV,Env,H,L,D|G|Q|S,False,2013/03/19,2.827,"2-acetamido-2-deoxy-beta-D-glucopyranose|HIV-1 CLADE A STRAIN 93TH057 GP120 WITH LOOP d AND LOOPD V5 REPLACED FROM HIV STRAIN 3415V1|1,2-ETHANEDIOL"
4JPW,Env,H,L,D|G,False,2013/03/19,2.904,2-acetamido-2-deoxy-beta-D-glucopyranose|HIV-1 CLADE A/E STRAIN 73TH057 GP120 WITH MUTATION H375S
4JPK,Env,H,L,A,False,2013/03/19,2.4,"Germline-targeting HIV-1 gp120 engineered outer domain, eOD-GT6"
4LAJ,Env,H,nan,J|T,True,2013/06/20,2.14,HIV-1 YU2 gp120 envelope glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
4LAJ,Env,I,nan,AX|B,True,2013/06/20,2.14,2-acetamido-2-deoxy-beta-D-glucopyranose|HIV-1 YU2 gp120 envelope glycoprotein
4LAJ,Env,L,nan,A|AL,True,2013/06/20,2.14,HIV-1 YU2 gp120 envelope glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
4LAJ,Env,M,nan,AC|F,True,2013/06/20,2.14,2-acetamido-2-deoxy-beta-D-glucopyranose|HIV-1 YU2 gp120 envelope glycoprotein
4LSR,Env,H,L,C|G,False,2013/07/23,2.28,2-acetamido-2-deoxy-beta-D-glucopyranose|ENVELOPE GLYCOPROTEIN GP120 WITH LOOP D AND V5 FROM STRAIN ker_2018_11
4LSP,Env,H,L,AA|AC|AD|AE|E|G|S|T|U|X,False,2013/07/23,2.15,"SODIUM ION|1,2-ETHANEDIOL|2-acetamido-2-deoxy-beta-D-glucopyranose|HIV-1 CLADE A/E STRAIN 93TH057 GP120|DI(HYDROXYETHYL)ETHER"
4LSQ,Env,H,L,D|G|O|R|U|W|X,False,2013/07/23,2.25,"2-acetamido-2-deoxy-beta-D-glucopyranose|ENVELOPE GLYCOPROTEIN GP120 WITH LOOP D AND V5 FROM STRAIN 3415_V1_C1|(R,R)-2,3-BUTANEDIOL|SODIUM ION|CADMIUM ION|CHLORIDE ION"
4LSS,Env,H,L,E|G|U,False,2013/07/23,2.59,2-acetamido-2-deoxy-beta-D-glucopyranose|envelope glycoprotein GP120|SODIUM ION
4LST,Env,H,L,B|G,False,2013/07/23,2.55,2-acetamido-2-deoxy-beta-D-glucopyranose|ENVELOPE GLYCOPROTEIN GP120 of HIV-1 clade C
4LSU,Env,H,L,D|G|O|P|Q|R,False,2013/07/23,2.3,"2-acetamido-2-deoxy-beta-D-glucopyranose|HIV-1 CLADE A/E STRAIN 93TH057 GP120|1,2-ETHANEDIOL"
4LSV,Env,H,L,D|G,False,2013/07/23,3.0,2-acetamido-2-deoxy-beta-D-glucopyranose|envelope glycoprotein GP120
4OLU,Env,H,L,D|G,False,2014/01/25,2.202,2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160
4OLV,Env,H,L,E|G,False,2014/01/25,2.5,2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160
4OLW,Env,H,L,D|G,False,2014/01/25,2.709,2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160
4OLX,Env,H,L,C|G,False,2014/01/25,2.2,2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160
4OLY,Env,H,L,D|G,False,2014/01/25,2.351,2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160
4OLZ,Env,H,L,D|G,False,2014/01/25,2.1,2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160
4OM0,Env,H,L,D|G,False,2014/01/25,2.289,2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160
4OM1,Env,H,L,D|G,False,2014/01/25,2.131,2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160
4P9H,Env,H,L,B|E|G,False,2014/04/04,3.0,alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160
4TVP,Env,D,E,A|AG|B|G,False,2014/06/27,3.1,alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160
4TVP,Env,H,L,C|G|T,False,2014/06/27,3.1,alpha-D-mannopyranose-(1-3)-beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
4R2G,Env,J,I,AZ|BC|K|V,False,2014/08/11,3.283,CHLORIDE ION|GLYCEROL|Surface protein gp160|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
4R2G,Env,N,M,A|S,False,2014/08/11,3.283,Surface protein gp160|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
4R2G,Env,Q,P,AC|AE|E|G,False,2014/08/11,3.283,2-acetamido-2-deoxy-beta-D-glucopyranose|CHLORIDE ION|Surface protein gp160|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
4R2G,Env,D,C,O|R,False,2014/08/11,3.283,Surface protein gp160|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
4RFN,Env,B,C,A,False,2014/09/26,3.21,HIV-1 CLADE A/E 93TH057 (H375S) GP120
4RFO,Env,H,L,G,False,2014/09/26,3.2,HIV-1 clade A/E gp120
4RFN,Env,H,L,G,False,2014/09/26,3.21,HIV-1 CLADE A/E 93TH057 (H375S) GP120
4RX4,Env,H,L,G|J|O|Q|S,False,2014/12/08,3.45,"HIV-1 Clade A Q842.d12 gp120|2-acetamido-2-deoxy-beta-D-glucopyranose|SULFATE ION|1,2-ETHANEDIOL"
4RX4,Env,A,D,AA|AE|E|T,False,2014/12/08,3.45,SULFATE ION|HIV-1 Clade A Q842.d12 gp120|2-acetamido-2-deoxy-beta-D-glucopyranose
4RWY,Env,H,L,A|B|N,False,2014/12/08,2.128,"HIV-1 YU2 gp120|2-acetamido-2-deoxy-beta-D-glucopyranose|1,2-ETHANEDIOL"
4S1R,Env,H,L,E|G,False,2015/01/14,3.214,2-acetamido-2-deoxy-beta-D-glucopyranose|clade A/E 93TH057 HIV-1 gp120 core
4S1Q,Env,H,L,E|G,False,2015/01/14,2.4,2-acetamido-2-deoxy-beta-D-glucopyranose|HIV-1 gp120 core
4S1S,Env,H,L,D|G,False,2015/01/14,3.39,2-acetamido-2-deoxy-beta-D-glucopyranose|clade A/E 93TH057 HIV-1 gp120 core
4XMP,Env,H,L,C|G|P,False,2015/01/15,1.7831,"2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160,Envelope glycoprotein gp160,Envelope glycoprotein gp160|(R,R)-2,3-BUTANEDIOL"
4XNY,Env,H,L,C|G,False,2015/01/16,2.3,"2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160,Envelope glycoprotein gp160,Envelope glycoprotein gp160"
4XNZ,Env,B,C,A|V,False,2015/01/16,3.389,"Envelope glycoprotein gp160,Envelope glycoprotein gp160|2-acetamido-2-deoxy-beta-D-glucopyranose"
4XNZ,Env,E,F,AB|D,False,2015/01/16,3.389,"2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160,Envelope glycoprotein gp160"
4XNZ,Env,H,L,G|P,False,2015/01/16,3.389,"Envelope glycoprotein gp160,Envelope glycoprotein gp160|2-acetamido-2-deoxy-beta-D-glucopyranose"
4XVS,Env,H,L,G,False,2015/01/27,1.9,Donor 45 01dG5 coreE gp120
4XVT,Env,H,L,A|G|N,False,2015/01/28,1.69,2-acetamido-2-deoxy-beta-D-glucopyranose|ENVELOPE GLYCOPROTEIN GP120 OF HIV-1 CLADE A/E
4YBL,Env,B,C,A,False,2015/02/18,3.1,Stabilized inner domain of clade A/E gp120
4YBL,Env,H,L,G,False,2015/02/18,3.1,Stabilized inner domain of clade A/E gp120
4YC2,Env,B,C,A,False,2015/02/19,3.02,The stabilized inner domain of clade A/E HIV-1 gp120 from E. coli
4YC2,Env,H,L,G,False,2015/02/19,3.02,The stabilized inner domain of clade A/E HIV-1 gp120 from E. coli
4YDJ,Env,H,L,G|N,False,2015/02/22,2.308,"Envelope glycoprotein gp160,Envelope glycoprotein gp160|2-acetamido-2-deoxy-beta-D-glucopyranose"
4YDL,Env,H,L,G|I,False,2015/02/22,1.8,"Envelope glycoprotein gp160,Envelope glycoprotein gp160|2-acetamido-2-deoxy-beta-D-glucopyranose"
4YDL,Env,B,C,A|U,False,2015/02/22,1.8,"Envelope glycoprotein gp160,Envelope glycoprotein gp160|2-acetamido-2-deoxy-beta-D-glucopyranose"
4YDJ,Env,A,B,I|W,False,2015/02/22,2.308,"Envelope glycoprotein gp160,Envelope glycoprotein gp160|2-acetamido-2-deoxy-beta-D-glucopyranose"
4YDI,Env,H,L,D|G|Q,False,2015/02/22,3.452,2-acetamido-2-deoxy-beta-D-glucopyranose|Envelope glycoprotein gp160|SULFATE ION
4YDK,Env,H,L,G|N|V|X|Z,False,2015/02/22,2.051,"Envelope glycoprotein gp160,Envelope glycoprotein gp160|DI(HYDROXYETHYL)ETHER|GLYCEROL"
4YE4,Env,H,L,C|G,False,2015/02/23,2.72,2-acetamido-2-deoxy-beta-D-glucopyranose|HT593.1 gp120
4YFL,Env,F,I,E|P,False,2015/02/25,3.387,"Envelope glycoprotein gp160,Envelope glycoprotein gp160,Envelope glycoprotein gp160|2-acetamido-2-deoxy-beta-D-glucopyranose"
4YFL,Env,H,L,G,False,2015/02/25,3.387,"Envelope glycoprotein gp160,Envelope glycoprotein gp160,Envelope glycoprotein gp160"
4YWG,Env,H,L,G,False,2015/03/20,2.998,Scaffold HIV-1 gp120 V1V2 region derived from strain ZM109
4YWG,Env,I,M,Q,False,2015/03/20,2.998,Scaffold HIV-1 gp120 V1V2 region derived from strain ZM109
5CD5,Env,C,D,A|K,False,2015/07/03,3.396,93TH057 HIV-1 gp120 core|2-acetamido-2-deoxy-beta-D-glucopyranose
5CEZ,Env,H,L,G|Q,False,2015/07/08,3.031,Envelope glycoprotein gp160|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-6)-alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
5CEZ,Env,D,E,B|Y,False,2015/07/08,3.031,Envelope glycoprotein gp160|alpha-D-mannopyranose
5ESV,Env,A,B,E|I|J|M|P,False,2015/11/17,3.105,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase,Envelope glycoprotein gp160|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose"
5ESV,Env,C,D,F|G|N|O|Q|S,False,2015/11/17,3.105,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase,Envelope glycoprotein gp160|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|alpha-D-mannopyranose-(1-3)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose"
